nvar,r,d,prop_Hacker,prop_H1,het,iter,alpha,strategy,p1,p2,p3,p4,p5
2,0.9,0.1,0.2,0.3,0.1,1000,0.05,3,22.972972972973,17.5675675675676,21.6216216216216,14.8648648648649,22.972972972973
5,0.9,0.1,0.2,0.3,0.1,1000,0.05,1,35.9550561797753,13.4831460674157,20.2247191011236,15.7303370786517,14.6067415730337
5,0.9,0.1,0.2,0.3,0.1,1000,0.05,2,35.9550561797753,13.4831460674157,20.2247191011236,15.7303370786517,14.6067415730337
5,0.9,0.1,0.2,0.3,0.1,1000,0.05,3,30.3370786516854,14.6067415730337,16.8539325842697,21.3483146067416,16.8539325842697
10,0.9,0.1,0.2,0.3,0.1,1000,0.05,1,31.8181818181818,18.1818181818182,18.1818181818182,14.7727272727273,17.0454545454545
10,0.9,0.1,0.2,0.3,0.1,1000,0.05,2,31.8181818181818,18.1818181818182,18.1818181818182,14.7727272727273,17.0454545454545
10,0.9,0.1,0.2,0.3,0.1,1000,0.05,3,22.7272727272727,19.3181818181818,21.5909090909091,11.3636363636364,25
50,0.9,0.1,0.2,0.3,0.1,1000,0.05,1,35.1351351351351,13.5135135135135,24.3243243243243,11.7117117117117,15.3153153153153
50,0.9,0.1,0.2,0.3,0.1,1000,0.05,2,35.1351351351351,13.5135135135135,24.3243243243243,11.7117117117117,15.3153153153153
50,0.9,0.1,0.2,0.3,0.1,1000,0.05,3,17.1171171171171,13.5135135135135,20.7207207207207,18.9189189189189,29.7297297297297
2,0,0.2,0.2,0.3,0.1,1000,0.05,1,41.4141414141414,18.1818181818182,14.1414141414141,16.1616161616162,10.1010101010101
2,0,0.2,0.2,0.3,0.1,1000,0.05,2,41.4141414141414,18.1818181818182,14.1414141414141,16.1616161616162,10.1010101010101
2,0,0.2,0.2,0.3,0.1,1000,0.05,3,40.4040404040404,18.1818181818182,14.1414141414141,16.1616161616162,11.1111111111111
5,0,0.2,0.2,0.3,0.1,1000,0.05,1,42.9577464788732,18.3098591549296,13.3802816901408,9.85915492957746,15.4929577464789
5,0,0.2,0.2,0.3,0.1,1000,0.05,2,42.9577464788732,18.3098591549296,13.3802816901408,9.85915492957746,15.4929577464789
5,0,0.2,0.2,0.3,0.1,1000,0.05,3,38.7323943661972,17.6056338028169,13.3802816901408,11.9718309859155,18.3098591549296
10,0,0.2,0.2,0.3,0.1,1000,0.05,1,36.5853658536585,14.6341463414634,20.1219512195122,17.0731707317073,11.5853658536585
10,0,0.2,0.2,0.3,0.1,1000,0.05,2,36.5853658536585,14.6341463414634,20.1219512195122,17.0731707317073,11.5853658536585
10,0,0.2,0.2,0.3,0.1,1000,0.05,3,30.4878048780488,13.4146341463415,23.1707317073171,18.2926829268293,14.6341463414634
50,0,0.2,0.2,0.3,0.1,1000,0.05,1,45.4166666666667,27.5,11.6666666666667,9.58333333333333,5.83333333333333
50,0,0.2,0.2,0.3,0.1,1000,0.05,2,45.4166666666667,27.5,11.6666666666667,9.58333333333333,5.83333333333333
50,0,0.2,0.2,0.3,0.1,1000,0.05,3,22.9166666666667,23.3333333333333,20.4166666666667,15.8333333333333,17.5
2,0.3,0.2,0.2,0.3,0.1,1000,0.05,1,40.5405405405405,17.1171171171171,11.7117117117117,12.6126126126126,18.018018018018
2,0.3,0.2,0.2,0.3,0.1,1000,0.05,2,40.5405405405405,17.1171171171171,11.7117117117117,12.6126126126126,18.018018018018
2,0.3,0.2,0.2,0.3,0.1,1000,0.05,3,39.6396396396396,17.1171171171171,11.7117117117117,12.6126126126126,18.9189189189189
5,0.3,0.2,0.2,0.3,0.1,1000,0.05,1,36.6197183098592,14.7887323943662,13.3802816901408,13.3802816901408,21.1267605633803
5,0.3,0.2,0.2,0.3,0.1,1000,0.05,2,36.6197183098592,14.7887323943662,13.3802816901408,13.3802816901408,21.1267605633803
5,0.3,0.2,0.2,0.3,0.1,1000,0.05,3,35.2112676056338,14.0845070422535,13.3802816901408,14.0845070422535,22.5352112676056
10,0.3,0.2,0.2,0.3,0.1,1000,0.05,1,39.766081871345,18.7134502923977,15.7894736842105,10.5263157894737,14.6198830409357
10,0.3,0.2,0.2,0.3,0.1,1000,0.05,2,39.766081871345,18.7134502923977,15.7894736842105,10.5263157894737,14.6198830409357
10,0.3,0.2,0.2,0.3,0.1,1000,0.05,3,32.1637426900585,20.4678362573099,14.6198830409357,13.4502923976608,18.7134502923977
50,0.3,0.2,0.2,0.3,0.1,1000,0.05,1,42.5531914893617,17.0212765957447,16.5957446808511,12.3404255319149,11.063829787234
50,0.3,0.2,0.2,0.3,0.1,1000,0.05,2,42.5531914893617,17.0212765957447,16.5957446808511,12.3404255319149,11.063829787234
50,0.3,0.2,0.2,0.3,0.1,1000,0.05,3,24.2553191489362,15.7446808510638,16.1702127659574,20.4255319148936,22.9787234042553
2,0.6,0.2,0.2,0.3,0.1,1000,0.05,1,33.9622641509434,15.0943396226415,22.6415094339623,16.9811320754717,11.3207547169811
2,0.6,0.2,0.2,0.3,0.1,1000,0.05,2,33.9622641509434,15.0943396226415,22.6415094339623,16.9811320754717,11.3207547169811
2,0.6,0.2,0.2,0.3,0.1,1000,0.05,3,33.0188679245283,15.0943396226415,23.5849056603774,16.9811320754717,11.3207547169811
5,0.6,0.2,0.2,0.3,0.1,1000,0.05,1,32.4324324324324,16.2162162162162,15.3153153153153,19.8198198198198,16.2162162162162
5,0.6,0.2,0.2,0.3,0.1,1000,0.05,2,32.4324324324324,16.2162162162162,15.3153153153153,19.8198198198198,16.2162162162162
5,0.6,0.2,0.2,0.3,0.1,1000,0.05,3,29.7297297297297,17.1171171171171,15.3153153153153,20.7207207207207,17.1171171171171
10,0.6,0.2,0.2,0.3,0.1,1000,0.05,1,26.5734265734266,25.8741258741259,14.6853146853147,16.0839160839161,16.7832167832168
10,0.6,0.2,0.2,0.3,0.1,1000,0.05,2,26.5734265734266,25.8741258741259,14.6853146853147,16.0839160839161,16.7832167832168
10,0.6,0.2,0.2,0.3,0.1,1000,0.05,3,21.6783216783217,21.6783216783217,18.8811188811189,16.0839160839161,21.6783216783217
50,0.6,0.2,0.2,0.3,0.1,1000,0.05,1,43.0555555555556,19.9074074074074,13.8888888888889,11.5740740740741,11.5740740740741
50,0.6,0.2,0.2,0.3,0.1,1000,0.05,2,43.0555555555556,19.9074074074074,13.8888888888889,11.5740740740741,11.5740740740741
50,0.6,0.2,0.2,0.3,0.1,1000,0.05,3,27.3148148148148,20.3703703703704,18.0555555555556,15.7407407407407,18.5185185185185
2,0.9,0.2,0.2,0.3,0.1,1000,0.05,1,40.4040404040404,14.1414141414141,20.2020202020202,11.1111111111111,13.1313131313131
2,0.9,0.2,0.2,0.3,0.1,1000,0.05,2,40.4040404040404,14.1414141414141,20.2020202020202,11.1111111111111,13.1313131313131
2,0.9,0.2,0.2,0.3,0.1,1000,0.05,3,38.3838383838384,14.1414141414141,19.1919191919192,12.1212121212121,15.1515151515152
5,0.9,0.2,0.2,0.3,0.1,1000,0.05,1,40.7766990291262,18.4466019417476,14.5631067961165,14.5631067961165,11.6504854368932
5,0.9,0.2,0.2,0.3,0.1,1000,0.05,2,40.7766990291262,18.4466019417476,14.5631067961165,14.5631067961165,11.6504854368932
5,0.9,0.2,0.2,0.3,0.1,1000,0.05,3,34.9514563106796,17.4757281553398,15.5339805825243,15.5339805825243,16.504854368932
10,0.9,0.2,0.2,0.3,0.1,1000,0.05,1,37.9310344827586,18.9655172413793,15.5172413793103,12.9310344827586,12.9310344827586
10,0.9,0.2,0.2,0.3,0.1,1000,0.05,2,37.9310344827586,18.9655172413793,15.5172413793103,12.9310344827586,12.9310344827586
10,0.9,0.2,0.2,0.3,0.1,1000,0.05,3,30.1724137931035,17.2413793103448,17.2413793103448,15.5172413793103,18.1034482758621
50,0.9,0.2,0.2,0.3,0.1,1000,0.05,1,34.2342342342342,14.4144144144144,20.7207207207207,13.5135135135135,17.1171171171171
50,0.9,0.2,0.2,0.3,0.1,1000,0.05,2,34.2342342342342,14.4144144144144,20.7207207207207,13.5135135135135,17.1171171171171
50,0.9,0.2,0.2,0.3,0.1,1000,0.05,3,24.3243243243243,16.2162162162162,18.018018018018,11.7117117117117,29.7297297297297
2,0,0.3,0.2,0.3,0.1,1000,0.05,1,39.2307692307692,21.5384615384615,16.9230769230769,10.7692307692308,10.7692307692308
2,0,0.3,0.2,0.3,0.1,1000,0.05,2,39.2307692307692,21.5384615384615,16.9230769230769,10.7692307692308,10.7692307692308
2,0,0.3,0.2,0.3,0.1,1000,0.05,3,38.4615384615385,20,16.9230769230769,12.3076923076923,11.5384615384615
5,0,0.3,0.2,0.3,0.1,1000,0.05,1,49.6688741721854,16.5562913907285,12.5827814569536,9.27152317880795,11.9205298013245
5,0,0.3,0.2,0.3,0.1,1000,0.05,2,49.6688741721854,16.5562913907285,12.5827814569536,9.27152317880795,11.9205298013245
5,0,0.3,0.2,0.3,0.1,1000,0.05,3,46.3576158940397,15.8940397350993,13.9072847682119,9.27152317880795,14.5695364238411
10,0,0.3,0.2,0.3,0.1,1000,0.05,1,39.622641509434,16.0377358490566,16.9811320754717,12.2641509433962,13.6792452830189
10,0,0.3,0.2,0.3,0.1,1000,0.05,2,39.622641509434,16.0377358490566,16.9811320754717,12.2641509433962,13.6792452830189
10,0,0.3,0.2,0.3,0.1,1000,0.05,3,33.0188679245283,18.3962264150943,16.9811320754717,13.6792452830189,16.9811320754717
50,0,0.3,0.2,0.3,0.1,1000,0.05,1,53.5947712418301,17.9738562091503,13.3986928104575,10.1307189542484,4.90196078431373
50,0,0.3,0.2,0.3,0.1,1000,0.05,2,53.5947712418301,17.9738562091503,13.3986928104575,10.1307189542484,4.90196078431373
50,0,0.3,0.2,0.3,0.1,1000,0.05,3,32.3529411764706,18.6274509803922,19.9346405228758,15.6862745098039,13.3986928104575
2,0.3,0.3,0.2,0.3,0.1,1000,0.05,1,43.801652892562,14.8760330578512,14.0495867768595,12.396694214876,14.0495867768595
2,0.3,0.3,0.2,0.3,0.1,1000,0.05,2,43.801652892562,14.8760330578512,14.0495867768595,12.396694214876,14.0495867768595
2,0.3,0.3,0.2,0.3,0.1,1000,0.05,3,41.3223140495868,15.702479338843,15.702479338843,12.396694214876,14.0495867768595
5,0.3,0.3,0.2,0.3,0.1,1000,0.05,1,39.5348837209302,17.4418604651163,16.8604651162791,11.6279069767442,14.5348837209302
5,0.3,0.3,0.2,0.3,0.1,1000,0.05,2,39.5348837209302,17.4418604651163,16.8604651162791,11.6279069767442,14.5348837209302
5,0.3,0.3,0.2,0.3,0.1,1000,0.05,3,38.3720930232558,16.8604651162791,16.2790697674419,12.7906976744186,15.6976744186047
10,0.3,0.3,0.2,0.3,0.1,1000,0.05,1,42.4390243902439,21.4634146341463,13.1707317073171,14.1463414634146,8.29268292682927
10,0.3,0.3,0.2,0.3,0.1,1000,0.05,2,42.4390243902439,21.4634146341463,13.1707317073171,14.1463414634146,8.29268292682927
10,0.3,0.3,0.2,0.3,0.1,1000,0.05,3,37.0731707317073,22.4390243902439,15.1219512195122,14.1463414634146,10.7317073170732
50,0.3,0.3,0.2,0.3,0.1,1000,0.05,1,49.0118577075099,20.5533596837945,11.0671936758893,10.2766798418972,8.69565217391304
50,0.3,0.3,0.2,0.3,0.1,1000,0.05,2,49.0118577075099,20.5533596837945,11.0671936758893,10.2766798418972,8.69565217391304
50,0.3,0.3,0.2,0.3,0.1,1000,0.05,3,29.6442687747036,22.1343873517787,16.2055335968379,14.2292490118577,17.3913043478261
2,0.6,0.3,0.2,0.3,0.1,1000,0.05,1,43.3333333333333,20,10.8333333333333,13.3333333333333,10
2,0.6,0.3,0.2,0.3,0.1,1000,0.05,2,43.3333333333333,20,10.8333333333333,13.3333333333333,10
2,0.6,0.3,0.2,0.3,0.1,1000,0.05,3,41.6666666666667,20,10.8333333333333,14.1666666666667,10.8333333333333
5,0.6,0.3,0.2,0.3,0.1,1000,0.05,1,46.2025316455696,18.9873417721519,14.5569620253165,10.126582278481,10.126582278481
5,0.6,0.3,0.2,0.3,0.1,1000,0.05,2,46.2025316455696,18.9873417721519,14.5569620253165,10.126582278481,10.126582278481
5,0.6,0.3,0.2,0.3,0.1,1000,0.05,3,41.7721518987342,16.4556962025316,18.3544303797468,11.3924050632911,12.0253164556962
10,0.6,0.3,0.2,0.3,0.1,1000,0.05,1,50.6578947368421,19.7368421052632,9.21052631578947,7.89473684210526,11.1842105263158
10,0.6,0.3,0.2,0.3,0.1,1000,0.05,2,50.6578947368421,19.7368421052632,9.21052631578947,7.89473684210526,11.1842105263158
10,0.6,0.3,0.2,0.3,0.1,1000,0.05,3,37.5,20.3947368421053,13.1578947368421,12.5,15.1315789473684
50,0.6,0.3,0.2,0.3,0.1,1000,0.05,1,39.4366197183099,26.2910798122066,14.0845070422535,9.38967136150235,10.3286384976526
50,0.6,0.3,0.2,0.3,0.1,1000,0.05,2,39.4366197183099,26.2910798122066,14.0845070422535,9.38967136150235,10.3286384976526
50,0.6,0.3,0.2,0.3,0.1,1000,0.05,3,27.2300469483568,25.3521126760563,17.8403755868545,10.7981220657277,18.3098591549296
2,0.9,0.3,0.2,0.3,0.1,1000,0.05,1,50.3649635036496,13.8686131386861,14.5985401459854,11.6788321167883,9.48905109489051
2,0.9,0.3,0.2,0.3,0.1,1000,0.05,2,50.3649635036496,13.8686131386861,14.5985401459854,11.6788321167883,9.48905109489051
2,0.9,0.3,0.2,0.3,0.1,1000,0.05,3,46.7153284671533,15.3284671532847,16.7883211678832,10.2189781021898,10.9489051094891
5,0.9,0.3,0.2,0.3,0.1,1000,0.05,1,45.3237410071943,19.4244604316547,12.9496402877698,10.0719424460432,11.5107913669065
5,0.9,0.3,0.2,0.3,0.1,1000,0.05,2,45.3237410071943,19.4244604316547,12.9496402877698,10.0719424460432,11.5107913669065
5,0.9,0.3,0.2,0.3,0.1,1000,0.05,3,39.568345323741,18.705035971223,15.1079136690647,12.2302158273381,13.6690647482014
10,0.9,0.3,0.2,0.3,0.1,1000,0.05,1,45.985401459854,11.6788321167883,13.8686131386861,6.56934306569343,21.1678832116788
10,0.9,0.3,0.2,0.3,0.1,1000,0.05,2,45.985401459854,11.6788321167883,13.8686131386861,6.56934306569343,21.1678832116788
10,0.9,0.3,0.2,0.3,0.1,1000,0.05,3,41.6058394160584,13.8686131386861,13.8686131386861,6.56934306569343,23.3576642335766
50,0.9,0.3,0.2,0.3,0.1,1000,0.05,1,40,12.6666666666667,21.3333333333333,12,13.3333333333333
50,0.9,0.3,0.2,0.3,0.1,1000,0.05,2,40,12.6666666666667,21.3333333333333,12,13.3333333333333
50,0.9,0.3,0.2,0.3,0.1,1000,0.05,3,32.6666666666667,10.6666666666667,19.3333333333333,15.3333333333333,21.3333333333333
2,0,0.4,0.2,0.3,0.1,1000,0.05,1,43.5028248587571,20.9039548022599,14.1242937853107,6.77966101694915,12.9943502824859
2,0,0.4,0.2,0.3,0.1,1000,0.05,2,43.5028248587571,20.9039548022599,14.1242937853107,6.77966101694915,12.9943502824859
2,0,0.4,0.2,0.3,0.1,1000,0.05,3,41.2429378531073,21.4689265536723,14.1242937853107,7.90960451977401,13.5593220338983
5,0,0.4,0.2,0.3,0.1,1000,0.05,1,53.030303030303,15.6565656565657,10.1010101010101,8.08080808080808,13.1313131313131
5,0,0.4,0.2,0.3,0.1,1000,0.05,2,53.030303030303,15.6565656565657,10.1010101010101,8.08080808080808,13.1313131313131
5,0,0.4,0.2,0.3,0.1,1000,0.05,3,48.989898989899,14.6464646464646,11.6161616161616,9.5959595959596,15.1515151515152
10,0,0.4,0.2,0.3,0.1,1000,0.05,1,53.0172413793104,18.1034482758621,9.48275862068965,9.48275862068965,9.05172413793103
10,0,0.4,0.2,0.3,0.1,1000,0.05,2,53.0172413793104,18.1034482758621,9.48275862068965,9.48275862068965,9.05172413793103
10,0,0.4,0.2,0.3,0.1,1000,0.05,3,44.3965517241379,18.1034482758621,10.7758620689655,12.9310344827586,12.9310344827586
50,0,0.4,0.2,0.3,0.1,1000,0.05,1,57.4193548387097,16.7741935483871,12.258064516129,6.12903225806452,6.7741935483871
50,0,0.4,0.2,0.3,0.1,1000,0.05,2,57.4193548387097,16.7741935483871,12.258064516129,6.12903225806452,6.7741935483871
50,0,0.4,0.2,0.3,0.1,1000,0.05,3,36.1290322580645,19.0322580645161,17.0967741935484,13.5483870967742,13.5483870967742
2,0.3,0.4,0.2,0.3,0.1,1000,0.05,1,54,12.6666666666667,10,12,8
2,0.3,0.4,0.2,0.3,0.1,1000,0.05,2,54,12.6666666666667,10,12,8
2,0.3,0.4,0.2,0.3,0.1,1000,0.05,3,53.3333333333333,12.6666666666667,10,12.6666666666667,8
5,0.3,0.4,0.2,0.3,0.1,1000,0.05,1,51.5695067264574,15.695067264574,12.1076233183857,12.5560538116592,5.82959641255605
5,0.3,0.4,0.2,0.3,0.1,1000,0.05,2,51.5695067264574,15.695067264574,12.1076233183857,12.5560538116592,5.82959641255605
5,0.3,0.4,0.2,0.3,0.1,1000,0.05,3,47.5336322869955,16.5919282511211,12.1076233183857,13.9013452914798,8.07174887892377
10,0.3,0.4,0.2,0.3,0.1,1000,0.05,1,43.6681222707424,14.410480349345,14.410480349345,13.9737991266376,12.2270742358079
10,0.3,0.4,0.2,0.3,0.1,1000,0.05,2,43.6681222707424,14.410480349345,14.410480349345,13.9737991266376,12.2270742358079
10,0.3,0.4,0.2,0.3,0.1,1000,0.05,3,38.8646288209607,14.8471615720524,14.8471615720524,15.2838427947598,14.8471615720524
50,0.3,0.4,0.2,0.3,0.1,1000,0.05,1,58.9403973509934,13.9072847682119,10.9271523178808,7.28476821192053,8.27814569536424
50,0.3,0.4,0.2,0.3,0.1,1000,0.05,2,58.9403973509934,13.9072847682119,10.9271523178808,7.28476821192053,8.27814569536424
50,0.3,0.4,0.2,0.3,0.1,1000,0.05,3,40.3973509933775,15.5629139072848,16.5562913907285,13.5761589403974,13.5761589403974
2,0.6,0.4,0.2,0.3,0.1,1000,0.05,1,51.6666666666667,16.1111111111111,9.44444444444444,10.5555555555556,11.1111111111111
2,0.6,0.4,0.2,0.3,0.1,1000,0.05,2,51.6666666666667,16.1111111111111,9.44444444444444,10.5555555555556,11.1111111111111
2,0.6,0.4,0.2,0.3,0.1,1000,0.05,3,50,15,10,11.6666666666667,12.2222222222222
5,0.6,0.4,0.2,0.3,0.1,1000,0.05,1,54.8913043478261,11.9565217391304,14.1304347826087,8.15217391304348,9.23913043478261
5,0.6,0.4,0.2,0.3,0.1,1000,0.05,2,54.8913043478261,11.9565217391304,14.1304347826087,8.15217391304348,9.23913043478261
5,0.6,0.4,0.2,0.3,0.1,1000,0.05,3,49.4565217391304,15.2173913043478,15.2173913043478,8.15217391304348,10.3260869565217
10,0.6,0.4,0.2,0.3,0.1,1000,0.05,1,50.990099009901,15.3465346534653,9.9009900990099,9.9009900990099,11.8811881188119
10,0.6,0.4,0.2,0.3,0.1,1000,0.05,2,50.990099009901,15.3465346534653,9.9009900990099,9.9009900990099,11.8811881188119
10,0.6,0.4,0.2,0.3,0.1,1000,0.05,3,44.0594059405941,17.8217821782178,10.8910891089109,10.8910891089109,14.3564356435644
50,0.6,0.4,0.2,0.3,0.1,1000,0.05,1,42.8,14.4,17.2,15.6,8
50,0.6,0.4,0.2,0.3,0.1,1000,0.05,2,42.8,14.4,17.2,15.6,8
50,0.6,0.4,0.2,0.3,0.1,1000,0.05,3,32,14.8,16.8,19.6,15.2
2,0.9,0.4,0.2,0.3,0.1,1000,0.05,1,50,19.3181818181818,9.65909090909091,9.09090909090909,11.3636363636364
2,0.9,0.4,0.2,0.3,0.1,1000,0.05,2,50,19.3181818181818,9.65909090909091,9.09090909090909,11.3636363636364
2,0.9,0.4,0.2,0.3,0.1,1000,0.05,3,48.2954545454546,18.75,10.2272727272727,10.2272727272727,11.9318181818182
5,0.9,0.4,0.2,0.3,0.1,1000,0.05,1,50.354609929078,14.1843971631206,9.21985815602837,12.7659574468085,9.9290780141844
5,0.9,0.4,0.2,0.3,0.1,1000,0.05,2,50.354609929078,14.1843971631206,9.21985815602837,12.7659574468085,9.9290780141844
5,0.9,0.4,0.2,0.3,0.1,1000,0.05,3,44.6808510638298,16.3120567375887,9.9290780141844,12.0567375886525,13.4751773049645
10,0.9,0.4,0.2,0.3,0.1,1000,0.05,1,47.741935483871,16.1290322580645,9.03225806451613,7.74193548387097,16.7741935483871
10,0.9,0.4,0.2,0.3,0.1,1000,0.05,2,47.741935483871,16.1290322580645,9.03225806451613,7.74193548387097,16.7741935483871
10,0.9,0.4,0.2,0.3,0.1,1000,0.05,3,41.9354838709678,15.4838709677419,12.9032258064516,7.09677419354839,20
50,0.9,0.4,0.2,0.3,0.1,1000,0.05,1,43.5483870967742,18.8172043010753,12.3655913978495,11.2903225806452,12.9032258064516
50,0.9,0.4,0.2,0.3,0.1,1000,0.05,2,43.5483870967742,18.8172043010753,12.3655913978495,11.2903225806452,12.9032258064516
50,0.9,0.4,0.2,0.3,0.1,1000,0.05,3,35.4838709677419,14.5161290322581,14.5161290322581,13.9784946236559,20.4301075268817
2,0,0.1,0.4,0.3,0.1,1000,0.05,1,25.3521126760563,32.3943661971831,15.4929577464789,9.85915492957746,16.9014084507042
2,0,0.1,0.4,0.3,0.1,1000,0.05,2,25.3521126760563,32.3943661971831,15.4929577464789,9.85915492957746,16.9014084507042
2,0,0.1,0.4,0.3,0.1,1000,0.05,3,25.3521126760563,32.3943661971831,15.4929577464789,9.85915492957746,16.9014084507042
5,0,0.1,0.4,0.3,0.1,1000,0.05,1,28.0254777070064,21.0191082802548,21.656050955414,12.7388535031847,16.5605095541401
5,0,0.1,0.4,0.3,0.1,1000,0.05,2,28.0254777070064,21.0191082802548,21.656050955414,12.7388535031847,16.5605095541401
5,0,0.1,0.4,0.3,0.1,1000,0.05,3,24.8407643312102,21.0191082802548,22.9299363057325,13.3757961783439,17.8343949044586
10,0,0.1,0.4,0.3,0.1,1000,0.05,1,27.536231884058,21.256038647343,19.3236714975845,20.2898550724638,11.5942028985507
10,0,0.1,0.4,0.3,0.1,1000,0.05,2,27.536231884058,21.256038647343,19.3236714975845,20.2898550724638,11.5942028985507
10,0,0.1,0.4,0.3,0.1,1000,0.05,3,24.6376811594203,20.2898550724638,16.9082125603865,22.2222222222222,15.9420289855072
50,0,0.1,0.4,0.3,0.1,1000,0.05,1,47.9217603911981,23.960880195599,14.1809290953545,8.06845965770171,5.8679706601467
50,0,0.1,0.4,0.3,0.1,1000,0.05,2,47.9217603911981,23.960880195599,14.1809290953545,8.06845965770171,5.8679706601467
50,0,0.1,0.4,0.3,0.1,1000,0.05,3,20.5378973105135,24.4498777506113,17.359413202934,18.5819070904646,19.0709046454768
2,0.3,0.1,0.4,0.3,0.1,1000,0.05,1,33.6363636363636,18.1818181818182,21.8181818181818,12.7272727272727,13.6363636363636
2,0.3,0.1,0.4,0.3,0.1,1000,0.05,2,33.6363636363636,18.1818181818182,21.8181818181818,12.7272727272727,13.6363636363636
2,0.3,0.1,0.4,0.3,0.1,1000,0.05,3,32.7272727272727,18.1818181818182,22.7272727272727,12.7272727272727,13.6363636363636
5,0.3,0.1,0.4,0.3,0.1,1000,0.05,1,30.2158273381295,18.705035971223,20.1438848920863,10.0719424460432,20.863309352518
5,0.3,0.1,0.4,0.3,0.1,1000,0.05,2,30.2158273381295,18.705035971223,20.1438848920863,10.0719424460432,20.863309352518
5,0.3,0.1,0.4,0.3,0.1,1000,0.05,3,23.7410071942446,16.5467625899281,23.021582733813,13.6690647482014,23.021582733813
10,0.3,0.1,0.4,0.3,0.1,1000,0.05,1,25.8706467661692,23.3830845771144,19.9004975124378,16.9154228855721,13.9303482587065
10,0.3,0.1,0.4,0.3,0.1,1000,0.05,2,25.8706467661692,23.3830845771144,19.9004975124378,16.9154228855721,13.9303482587065
10,0.3,0.1,0.4,0.3,0.1,1000,0.05,3,19.4029850746269,21.8905472636816,22.3880597014925,17.910447761194,18.407960199005
50,0.3,0.1,0.4,0.3,0.1,1000,0.05,1,40.5027932960894,23.463687150838,17.877094972067,10.3351955307263,7.82122905027933
50,0.3,0.1,0.4,0.3,0.1,1000,0.05,2,40.5027932960894,23.463687150838,17.877094972067,10.3351955307263,7.82122905027933
50,0.3,0.1,0.4,0.3,0.1,1000,0.05,3,19.8324022346369,17.3184357541899,21.2290502793296,20.6703910614525,20.9497206703911
2,0.6,0.1,0.4,0.3,0.1,1000,0.05,1,22.1052631578947,20,20,17.8947368421053,20
2,0.6,0.1,0.4,0.3,0.1,1000,0.05,2,22.1052631578947,20,20,17.8947368421053,20
2,0.6,0.1,0.4,0.3,0.1,1000,0.05,3,22.1052631578947,18.9473684210526,20,17.8947368421053,21.0526315789474
5,0.6,0.1,0.4,0.3,0.1,1000,0.05,1,27.0676691729323,22.5563909774436,13.5338345864662,20.3007518796993,16.5413533834586
5,0.6,0.1,0.4,0.3,0.1,1000,0.05,2,27.0676691729323,22.5563909774436,13.5338345864662,20.3007518796993,16.5413533834586
5,0.6,0.1,0.4,0.3,0.1,1000,0.05,3,19.5488721804511,18.796992481203,15.0375939849624,24.812030075188,21.8045112781955
10,0.6,0.1,0.4,0.3,0.1,1000,0.05,1,31.6176470588235,16.1764705882353,16.9117647058824,17.6470588235294,17.6470588235294
10,0.6,0.1,0.4,0.3,0.1,1000,0.05,2,31.6176470588235,16.1764705882353,16.9117647058824,17.6470588235294,17.6470588235294
10,0.6,0.1,0.4,0.3,0.1,1000,0.05,3,22.0588235294118,12.5,22.0588235294118,21.3235294117647,22.0588235294118
50,0.6,0.1,0.4,0.3,0.1,1000,0.05,1,37.0967741935484,20.5645161290323,12.5,16.1290322580645,13.7096774193548
50,0.6,0.1,0.4,0.3,0.1,1000,0.05,2,37.0967741935484,20.5645161290323,12.5,16.1290322580645,13.7096774193548
50,0.6,0.1,0.4,0.3,0.1,1000,0.05,3,17.3387096774194,20.5645161290323,19.3548387096774,22.1774193548387,20.5645161290323
2,0.9,0.1,0.4,0.3,0.1,1000,0.05,1,24.1379310344828,24.1379310344828,19.5402298850575,14.9425287356322,17.2413793103448
2,0.9,0.1,0.4,0.3,0.1,1000,0.05,2,24.1379310344828,24.1379310344828,19.5402298850575,14.9425287356322,17.2413793103448
2,0.9,0.1,0.4,0.3,0.1,1000,0.05,3,22.9885057471264,21.8390804597701,20.6896551724138,13.7931034482759,20.6896551724138
5,0.9,0.1,0.4,0.3,0.1,1000,0.05,1,32.6086956521739,21.7391304347826,16.304347826087,15.2173913043478,14.1304347826087
5,0.9,0.1,0.4,0.3,0.1,1000,0.05,2,32.6086956521739,21.7391304347826,16.304347826087,15.2173913043478,14.1304347826087
5,0.9,0.1,0.4,0.3,0.1,1000,0.05,3,26.0869565217391,19.5652173913043,16.304347826087,20.6521739130435,17.3913043478261
10,0.9,0.1,0.4,0.3,0.1,1000,0.05,1,29.8850574712644,25.2873563218391,11.4942528735632,17.2413793103448,16.0919540229885
10,0.9,0.1,0.4,0.3,0.1,1000,0.05,2,29.8850574712644,25.2873563218391,11.4942528735632,17.2413793103448,16.0919540229885
10,0.9,0.1,0.4,0.3,0.1,1000,0.05,3,22.9885057471264,18.3908045977012,11.4942528735632,25.2873563218391,21.8390804597701
50,0.9,0.1,0.4,0.3,0.1,1000,0.05,1,29.7101449275362,21.0144927536232,15.9420289855072,19.5652173913043,13.768115942029
50,0.9,0.1,0.4,0.3,0.1,1000,0.05,2,29.7101449275362,21.0144927536232,15.9420289855072,19.5652173913043,13.768115942029
50,0.9,0.1,0.4,0.3,0.1,1000,0.05,3,15.9420289855072,13.0434782608696,12.3188405797101,23.1884057971015,35.5072463768116
2,0,0.2,0.4,0.3,0.1,1000,0.05,1,40.1709401709402,15.3846153846154,14.5299145299145,18.8034188034188,11.1111111111111
