nvar,r,d,prop_Hacker,prop_H1,het,iter,alpha,strategy,p1,p2,p3,p4,p5
10,0.9,0.4,0.2,0.3,0,1000,0.05,3,42.5287356321839,13.2183908045977,11.4942528735632,11.4942528735632,18.3908045977012
50,0.9,0.4,0.2,0.3,0,1000,0.05,1,51.4150943396227,13.2075471698113,11.3207547169811,11.3207547169811,11.7924528301887
50,0.9,0.4,0.2,0.3,0,1000,0.05,2,51.4150943396227,13.2075471698113,11.3207547169811,11.3207547169811,11.7924528301887
50,0.9,0.4,0.2,0.3,0,1000,0.05,3,40.0943396226415,14.622641509434,12.2641509433962,16.5094339622642,15.5660377358491
2,0,0.1,0.4,0.3,0,1000,0.05,1,26.5957446808511,14.8936170212766,21.2765957446809,21.2765957446809,15.9574468085106
2,0,0.1,0.4,0.3,0,1000,0.05,2,26.5957446808511,14.8936170212766,21.2765957446809,21.2765957446809,15.9574468085106
2,0,0.1,0.4,0.3,0,1000,0.05,3,26.5957446808511,14.8936170212766,21.2765957446809,21.2765957446809,15.9574468085106
5,0,0.1,0.4,0.3,0,1000,0.05,1,24.822695035461,21.9858156028369,16.3120567375887,17.0212765957447,19.8581560283688
5,0,0.1,0.4,0.3,0,1000,0.05,2,24.822695035461,21.9858156028369,16.3120567375887,17.0212765957447,19.8581560283688
5,0,0.1,0.4,0.3,0,1000,0.05,3,23.4042553191489,21.9858156028369,16.3120567375887,17.0212765957447,21.2765957446809
10,0,0.1,0.4,0.3,0,1000,0.05,1,24.4239631336406,18.8940092165899,22.1198156682028,20.2764976958525,14.2857142857143
10,0,0.1,0.4,0.3,0,1000,0.05,2,24.4239631336406,18.8940092165899,22.1198156682028,20.2764976958525,14.2857142857143
10,0,0.1,0.4,0.3,0,1000,0.05,3,21.6589861751152,17.5115207373272,22.1198156682028,22.1198156682028,16.5898617511521
50,0,0.1,0.4,0.3,0,1000,0.05,1,48.9260143198091,22.9116945107399,12.6491646778043,9.78520286396181,5.72792362768496
50,0,0.1,0.4,0.3,0,1000,0.05,2,48.9260143198091,22.9116945107399,12.6491646778043,9.78520286396181,5.72792362768496
50,0,0.1,0.4,0.3,0,1000,0.05,3,23.3890214797136,20.2863961813843,17.8997613365155,20.5250596658711,17.8997613365155
2,0.3,0.1,0.4,0.3,0,1000,0.05,1,20.2247191011236,23.5955056179775,17.9775280898876,17.9775280898876,20.2247191011236
2,0.3,0.1,0.4,0.3,0,1000,0.05,2,20.2247191011236,23.5955056179775,17.9775280898876,17.9775280898876,20.2247191011236
2,0.3,0.1,0.4,0.3,0,1000,0.05,3,20.2247191011236,22.4719101123595,17.9775280898876,19.1011235955056,20.2247191011236
5,0.3,0.1,0.4,0.3,0,1000,0.05,1,29.2307692307692,16.9230769230769,18.4615384615385,16.1538461538462,19.2307692307692
5,0.3,0.1,0.4,0.3,0,1000,0.05,2,29.2307692307692,16.9230769230769,18.4615384615385,16.1538461538462,19.2307692307692
5,0.3,0.1,0.4,0.3,0,1000,0.05,3,26.9230769230769,16.9230769230769,17.6923076923077,18.4615384615385,20
10,0.3,0.1,0.4,0.3,0,1000,0.05,1,21.5384615384615,26.1538461538462,21.5384615384615,12.8205128205128,17.948717948718
10,0.3,0.1,0.4,0.3,0,1000,0.05,2,21.5384615384615,26.1538461538462,21.5384615384615,12.8205128205128,17.948717948718
10,0.3,0.1,0.4,0.3,0,1000,0.05,3,16.4102564102564,22.0512820512821,23.0769230769231,16.4102564102564,22.0512820512821
50,0.3,0.1,0.4,0.3,0,1000,0.05,1,38.2749326145553,24.7978436657682,15.3638814016173,11.8598382749326,9.70350404312669
50,0.3,0.1,0.4,0.3,0,1000,0.05,2,38.2749326145553,24.7978436657682,15.3638814016173,11.8598382749326,9.70350404312669
50,0.3,0.1,0.4,0.3,0,1000,0.05,3,17.2506738544474,21.2938005390836,17.5202156334232,21.2938005390836,22.6415094339623
2,0.6,0.1,0.4,0.3,0,1000,0.05,1,30.7692307692308,26.9230769230769,16.6666666666667,16.6666666666667,8.97435897435897
2,0.6,0.1,0.4,0.3,0,1000,0.05,2,30.7692307692308,26.9230769230769,16.6666666666667,16.6666666666667,8.97435897435897
2,0.6,0.1,0.4,0.3,0,1000,0.05,3,30.7692307692308,25.6410256410256,16.6666666666667,15.3846153846154,11.5384615384615
5,0.6,0.1,0.4,0.3,0,1000,0.05,1,21.9298245614035,19.2982456140351,17.5438596491228,14.0350877192982,27.1929824561404
5,0.6,0.1,0.4,0.3,0,1000,0.05,2,21.9298245614035,19.2982456140351,17.5438596491228,14.0350877192982,27.1929824561404
5,0.6,0.1,0.4,0.3,0,1000,0.05,3,20.1754385964912,17.5438596491228,19.2982456140351,14.9122807017544,28.0701754385965
10,0.6,0.1,0.4,0.3,0,1000,0.05,1,26.2411347517731,24.113475177305,17.7304964539007,16.3120567375887,15.6028368794326
10,0.6,0.1,0.4,0.3,0,1000,0.05,2,26.2411347517731,24.113475177305,17.7304964539007,16.3120567375887,15.6028368794326
10,0.6,0.1,0.4,0.3,0,1000,0.05,3,18.4397163120567,19.8581560283688,20.5673758865248,20.5673758865248,20.5673758865248
50,0.6,0.1,0.4,0.3,0,1000,0.05,1,32.9365079365079,24.2063492063492,13.0952380952381,18.2539682539683,11.5079365079365
50,0.6,0.1,0.4,0.3,0,1000,0.05,2,32.9365079365079,24.2063492063492,13.0952380952381,18.2539682539683,11.5079365079365
50,0.6,0.1,0.4,0.3,0,1000,0.05,3,12.6984126984127,23.8095238095238,17.4603174603175,22.6190476190476,23.4126984126984
2,0.9,0.1,0.4,0.3,0,1000,0.05,1,21.7391304347826,23.1884057971015,10.1449275362319,21.7391304347826,23.1884057971015
2,0.9,0.1,0.4,0.3,0,1000,0.05,2,21.7391304347826,23.1884057971015,10.1449275362319,21.7391304347826,23.1884057971015
2,0.9,0.1,0.4,0.3,0,1000,0.05,3,18.8405797101449,24.6376811594203,10.1449275362319,21.7391304347826,24.6376811594203
5,0.9,0.1,0.4,0.3,0,1000,0.05,1,28.3783783783784,10.8108108108108,21.6216216216216,27.027027027027,12.1621621621622
5,0.9,0.1,0.4,0.3,0,1000,0.05,2,28.3783783783784,10.8108108108108,21.6216216216216,27.027027027027,12.1621621621622
5,0.9,0.1,0.4,0.3,0,1000,0.05,3,18.9189189189189,12.1621621621622,22.972972972973,25.6756756756757,20.2702702702703
10,0.9,0.1,0.4,0.3,0,1000,0.05,1,22.2222222222222,24.2424242424242,14.1414141414141,19.1919191919192,20.2020202020202
10,0.9,0.1,0.4,0.3,0,1000,0.05,2,22.2222222222222,24.2424242424242,14.1414141414141,19.1919191919192,20.2020202020202
10,0.9,0.1,0.4,0.3,0,1000,0.05,3,15.1515151515152,22.2222222222222,14.1414141414141,23.2323232323232,25.2525252525253
50,0.9,0.1,0.4,0.3,0,1000,0.05,1,30.7086614173228,18.8976377952756,15.748031496063,16.5354330708661,18.1102362204724
50,0.9,0.1,0.4,0.3,0,1000,0.05,2,30.7086614173228,18.8976377952756,15.748031496063,16.5354330708661,18.1102362204724
50,0.9,0.1,0.4,0.3,0,1000,0.05,3,14.1732283464567,16.5354330708661,14.1732283464567,21.259842519685,33.8582677165354
2,0,0.2,0.4,0.3,0,1000,0.05,1,38.5185185185185,22.2222222222222,16.2962962962963,11.8518518518519,11.1111111111111
2,0,0.2,0.4,0.3,0,1000,0.05,2,38.5185185185185,22.2222222222222,16.2962962962963,11.8518518518519,11.1111111111111
2,0,0.2,0.4,0.3,0,1000,0.05,3,37.037037037037,22.2222222222222,16.2962962962963,13.3333333333333,11.1111111111111
5,0,0.2,0.4,0.3,0,1000,0.05,1,28.8135593220339,22.0338983050847,20.9039548022599,16.3841807909605,11.864406779661
5,0,0.2,0.4,0.3,0,1000,0.05,2,28.8135593220339,22.0338983050847,20.9039548022599,16.3841807909605,11.864406779661
5,0,0.2,0.4,0.3,0,1000,0.05,3,27.1186440677966,20.9039548022599,20.3389830508475,17.5141242937853,14.1242937853107
10,0,0.2,0.4,0.3,0,1000,0.05,1,31.640625,22.65625,17.578125,16.015625,12.109375
10,0,0.2,0.4,0.3,0,1000,0.05,2,31.640625,22.65625,17.578125,16.015625,12.109375
10,0,0.2,0.4,0.3,0,1000,0.05,3,27.34375,20.3125,17.1875,17.96875,17.1875
50,0,0.2,0.4,0.3,0,1000,0.05,1,55.7416267942584,19.377990430622,11.9617224880383,8.37320574162679,4.54545454545455
50,0,0.2,0.4,0.3,0,1000,0.05,2,55.7416267942584,19.377990430622,11.9617224880383,8.37320574162679,4.54545454545455
50,0,0.2,0.4,0.3,0,1000,0.05,3,28.2296650717703,16.7464114832536,16.7464114832536,20.8133971291866,17.4641148325359
2,0.3,0.2,0.4,0.3,0,1000,0.05,1,34.4827586206897,15.5172413793103,18.9655172413793,21.551724137931,9.48275862068965
2,0.3,0.2,0.4,0.3,0,1000,0.05,2,34.4827586206897,15.5172413793103,18.9655172413793,21.551724137931,9.48275862068965
2,0.3,0.2,0.4,0.3,0,1000,0.05,3,31.0344827586207,15.5172413793103,21.551724137931,22.4137931034483,9.48275862068965
5,0.3,0.2,0.4,0.3,0,1000,0.05,1,37.8238341968912,15.5440414507772,18.6528497409326,16.0621761658031,11.9170984455959
5,0.3,0.2,0.4,0.3,0,1000,0.05,2,37.8238341968912,15.5440414507772,18.6528497409326,16.0621761658031,11.9170984455959
5,0.3,0.2,0.4,0.3,0,1000,0.05,3,29.5336787564767,16.580310880829,21.2435233160622,19.1709844559585,13.4715025906736
10,0.3,0.2,0.4,0.3,0,1000,0.05,1,38.0952380952381,21.2121212121212,11.6883116883117,13.8528138528139,15.1515151515152
10,0.3,0.2,0.4,0.3,0,1000,0.05,2,38.0952380952381,21.2121212121212,11.6883116883117,13.8528138528139,15.1515151515152
10,0.3,0.2,0.4,0.3,0,1000,0.05,3,28.5714285714286,21.2121212121212,11.6883116883117,19.4805194805195,19.0476190476191
50,0.3,0.2,0.4,0.3,0,1000,0.05,1,45.9390862944162,20.5583756345178,15.2284263959391,11.6751269035533,6.59898477157361
50,0.3,0.2,0.4,0.3,0,1000,0.05,2,45.9390862944162,20.5583756345178,15.2284263959391,11.6751269035533,6.59898477157361
50,0.3,0.2,0.4,0.3,0,1000,0.05,3,18.0203045685279,20.0507614213198,21.5736040609137,23.0964467005076,17.258883248731
2,0.6,0.2,0.4,0.3,0,1000,0.05,1,33.0708661417323,18.1102362204724,14.1732283464567,16.5354330708661,18.1102362204724
2,0.6,0.2,0.4,0.3,0,1000,0.05,2,33.0708661417323,18.1102362204724,14.1732283464567,16.5354330708661,18.1102362204724
2,0.6,0.2,0.4,0.3,0,1000,0.05,3,30.7086614173228,17.3228346456693,14.9606299212598,18.1102362204724,18.8976377952756
5,0.6,0.2,0.4,0.3,0,1000,0.05,1,36.2962962962963,21.4814814814815,17.037037037037,13.3333333333333,11.8518518518519
5,0.6,0.2,0.4,0.3,0,1000,0.05,2,36.2962962962963,21.4814814814815,17.037037037037,13.3333333333333,11.8518518518519
5,0.6,0.2,0.4,0.3,0,1000,0.05,3,30.3703703703704,22.2222222222222,17.7777777777778,13.3333333333333,16.2962962962963
10,0.6,0.2,0.4,0.3,0,1000,0.05,1,35.7142857142857,14.2857142857143,19.0476190476191,15.4761904761905,15.4761904761905
10,0.6,0.2,0.4,0.3,0,1000,0.05,2,35.7142857142857,14.2857142857143,19.0476190476191,15.4761904761905,15.4761904761905
10,0.6,0.2,0.4,0.3,0,1000,0.05,3,23.8095238095238,16.0714285714286,18.452380952381,22.6190476190476,19.0476190476191
50,0.6,0.2,0.4,0.3,0,1000,0.05,1,39.3617021276596,21.2765957446809,14.1843971631206,13.1205673758865,12.0567375886525
50,0.6,0.2,0.4,0.3,0,1000,0.05,2,39.3617021276596,21.2765957446809,14.1843971631206,13.1205673758865,12.0567375886525
50,0.6,0.2,0.4,0.3,0,1000,0.05,3,17.3758865248227,21.6312056737589,19.1489361702128,18.4397163120567,23.4042553191489
2,0.9,0.2,0.4,0.3,0,1000,0.05,1,38.2022471910112,23.5955056179775,10.1123595505618,12.3595505617978,15.7303370786517
2,0.9,0.2,0.4,0.3,0,1000,0.05,2,38.2022471910112,23.5955056179775,10.1123595505618,12.3595505617978,15.7303370786517
2,0.9,0.2,0.4,0.3,0,1000,0.05,3,31.4606741573034,22.4719101123595,12.3595505617978,14.6067415730337,19.1011235955056
5,0.9,0.2,0.4,0.3,0,1000,0.05,1,39.0243902439024,16.260162601626,16.260162601626,14.6341463414634,13.8211382113821
5,0.9,0.2,0.4,0.3,0,1000,0.05,2,39.0243902439024,16.260162601626,16.260162601626,14.6341463414634,13.8211382113821
5,0.9,0.2,0.4,0.3,0,1000,0.05,3,32.520325203252,17.0731707317073,14.6341463414634,17.0731707317073,18.6991869918699
10,0.9,0.2,0.4,0.3,0,1000,0.05,1,35.3846153846154,20,16.9230769230769,10.7692307692308,16.9230769230769
10,0.9,0.2,0.4,0.3,0,1000,0.05,2,35.3846153846154,20,16.9230769230769,10.7692307692308,16.9230769230769
10,0.9,0.2,0.4,0.3,0,1000,0.05,3,28.4615384615385,13.8461538461538,18.4615384615385,15.3846153846154,23.8461538461538
50,0.9,0.2,0.4,0.3,0,1000,0.05,1,39.4736842105263,22.3684210526316,12.5,15.7894736842105,9.86842105263158
50,0.9,0.2,0.4,0.3,0,1000,0.05,2,39.4736842105263,22.3684210526316,12.5,15.7894736842105,9.86842105263158
50,0.9,0.2,0.4,0.3,0,1000,0.05,3,19.7368421052632,17.1052631578947,17.7631578947368,25.6578947368421,19.7368421052632
2,0,0.3,0.4,0.3,0,1000,0.05,1,46.8965517241379,18.6206896551724,14.4827586206897,5.51724137931035,14.4827586206897
2,0,0.3,0.4,0.3,0,1000,0.05,2,46.8965517241379,18.6206896551724,14.4827586206897,5.51724137931035,14.4827586206897
2,0,0.3,0.4,0.3,0,1000,0.05,3,44.1379310344828,20,13.7931034482759,6.20689655172414,15.8620689655172
5,0,0.3,0.4,0.3,0,1000,0.05,1,47.7064220183486,15.5963302752294,13.7614678899083,13.302752293578,9.63302752293578
5,0,0.3,0.4,0.3,0,1000,0.05,2,47.7064220183486,15.5963302752294,13.7614678899083,13.302752293578,9.63302752293578
5,0,0.3,0.4,0.3,0,1000,0.05,3,41.2844036697248,17.8899082568807,14.6788990825688,13.302752293578,12.8440366972477
10,0,0.3,0.4,0.3,0,1000,0.05,1,39.7993311036789,16.0535117056856,13.3779264214047,16.3879598662207,13.7123745819398
10,0,0.3,0.4,0.3,0,1000,0.05,2,39.7993311036789,16.0535117056856,13.3779264214047,16.3879598662207,13.7123745819398
10,0,0.3,0.4,0.3,0,1000,0.05,3,33.7792642140468,15.3846153846154,16.0535117056856,18.0602006688963,16.3879598662207
50,0,0.3,0.4,0.3,0,1000,0.05,1,51.5086206896552,18.9655172413793,13.3620689655172,8.83620689655172,7.11206896551724
50,0,0.3,0.4,0.3,0,1000,0.05,2,51.5086206896552,18.9655172413793,13.3620689655172,8.83620689655172,7.11206896551724
50,0,0.3,0.4,0.3,0,1000,0.05,3,27.5862068965517,17.6724137931035,17.8879310344828,16.5948275862069,20.2586206896552
2,0.3,0.3,0.4,0.3,0,1000,0.05,1,43.5374149659864,20.4081632653061,11.5646258503401,15.6462585034014,7.48299319727891
2,0.3,0.3,0.4,0.3,0,1000,0.05,2,43.5374149659864,20.4081632653061,11.5646258503401,15.6462585034014,7.48299319727891
2,0.3,0.3,0.4,0.3,0,1000,0.05,3,40.8163265306122,21.7687074829932,10.8843537414966,17.687074829932,7.48299319727891
5,0.3,0.3,0.4,0.3,0,1000,0.05,1,44.7761194029851,19.4029850746269,15.4228855721393,8.95522388059701,11.4427860696517
5,0.3,0.3,0.4,0.3,0,1000,0.05,2,44.7761194029851,19.4029850746269,15.4228855721393,8.95522388059701,11.4427860696517
5,0.3,0.3,0.4,0.3,0,1000,0.05,3,37.3134328358209,18.9054726368159,18.407960199005,10.4477611940299,14.9253731343284
10,0.3,0.3,0.4,0.3,0,1000,0.05,1,41.726618705036,19.0647482014389,14.7482014388489,11.5107913669065,11.5107913669065
10,0.3,0.3,0.4,0.3,0,1000,0.05,2,41.726618705036,19.0647482014389,14.7482014388489,11.5107913669065,11.5107913669065
10,0.3,0.3,0.4,0.3,0,1000,0.05,3,31.294964028777,20.5035971223022,15.4676258992806,17.2661870503597,14.7482014388489
50,0.3,0.3,0.4,0.3,0,1000,0.05,1,46.3007159904535,20.763723150358,15.5131264916468,8.35322195704057,8.83054892601432
50,0.3,0.3,0.4,0.3,0,1000,0.05,2,46.3007159904535,20.763723150358,15.5131264916468,8.35322195704057,8.83054892601432
50,0.3,0.3,0.4,0.3,0,1000,0.05,3,22.673031026253,20.0477326968974,19.0930787589499,18.6157517899761,19.3317422434368
2,0.6,0.3,0.4,0.3,0,1000,0.05,1,43.6241610738255,14.0939597315436,10.0671140939597,14.7651006711409,17.4496644295302
2,0.6,0.3,0.4,0.3,0,1000,0.05,2,43.6241610738255,14.0939597315436,10.0671140939597,14.7651006711409,17.4496644295302
2,0.6,0.3,0.4,0.3,0,1000,0.05,3,39.5973154362416,14.7651006711409,10.0671140939597,16.1073825503356,19.4630872483221
5,0.6,0.3,0.4,0.3,0,1000,0.05,1,41.0526315789474,17.8947368421053,20,11.0526315789474,10
5,0.6,0.3,0.4,0.3,0,1000,0.05,2,41.0526315789474,17.8947368421053,20,11.0526315789474,10
5,0.6,0.3,0.4,0.3,0,1000,0.05,3,39.4736842105263,14.7368421052632,22.6315789473684,11.0526315789474,12.1052631578947
10,0.6,0.3,0.4,0.3,0,1000,0.05,1,44.954128440367,19.7247706422018,16.5137614678899,9.1743119266055,9.63302752293578
10,0.6,0.3,0.4,0.3,0,1000,0.05,2,44.954128440367,19.7247706422018,16.5137614678899,9.1743119266055,9.63302752293578
10,0.6,0.3,0.4,0.3,0,1000,0.05,3,30.2752293577982,20.6422018348624,20.6422018348624,15.5963302752294,12.8440366972477
50,0.6,0.3,0.4,0.3,0,1000,0.05,1,45.1807228915663,19.8795180722892,12.9518072289157,11.7469879518072,9.63855421686747
50,0.6,0.3,0.4,0.3,0,1000,0.05,2,45.1807228915663,19.8795180722892,12.9518072289157,11.7469879518072,9.63855421686747
50,0.6,0.3,0.4,0.3,0,1000,0.05,3,26.8072289156627,18.3734939759036,15.0602409638554,20.4819277108434,19.2771084337349
2,0.9,0.3,0.4,0.3,0,1000,0.05,1,47.1428571428571,22.1428571428571,10,11.4285714285714,8.57142857142857
2,0.9,0.3,0.4,0.3,0,1000,0.05,2,47.1428571428571,22.1428571428571,10,11.4285714285714,8.57142857142857
2,0.9,0.3,0.4,0.3,0,1000,0.05,3,45.7142857142857,19.2857142857143,11.4285714285714,13.5714285714286,9.28571428571429
5,0.9,0.3,0.4,0.3,0,1000,0.05,1,38.961038961039,19.4805194805195,13.6363636363636,18.1818181818182,9.74025974025974
5,0.9,0.3,0.4,0.3,0,1000,0.05,2,38.961038961039,19.4805194805195,13.6363636363636,18.1818181818182,9.74025974025974
5,0.9,0.3,0.4,0.3,0,1000,0.05,3,35.7142857142857,14.2857142857143,16.2337662337662,22.0779220779221,11.6883116883117
10,0.9,0.3,0.4,0.3,0,1000,0.05,1,40.1273885350319,17.1974522292994,12.7388535031847,17.1974522292994,12.1019108280255
10,0.9,0.3,0.4,0.3,0,1000,0.05,2,40.1273885350319,17.1974522292994,12.7388535031847,17.1974522292994,12.1019108280255
10,0.9,0.3,0.4,0.3,0,1000,0.05,3,30.5732484076433,17.8343949044586,10.828025477707,21.0191082802548,19.1082802547771
50,0.9,0.3,0.4,0.3,0,1000,0.05,1,52.8795811518325,15.1832460732984,10.9947643979058,11.5183246073298,8.90052356020942
50,0.9,0.3,0.4,0.3,0,1000,0.05,2,52.8795811518325,15.1832460732984,10.9947643979058,11.5183246073298,8.90052356020942
50,0.9,0.3,0.4,0.3,0,1000,0.05,3,35.0785340314136,15.1832460732984,13.6125654450262,17.8010471204188,17.8010471204188
2,0,0.4,0.4,0.3,0,1000,0.05,1,54.4502617801047,11.5183246073298,12.0418848167539,7.32984293193717,12.0418848167539
2,0,0.4,0.4,0.3,0,1000,0.05,2,54.4502617801047,11.5183246073298,12.0418848167539,7.32984293193717,12.0418848167539
2,0,0.4,0.4,0.3,0,1000,0.05,3,51.8324607329843,12.565445026178,12.0418848167539,7.32984293193717,13.6125654450262
5,0,0.4,0.4,0.3,0,1000,0.05,1,50,14.1666666666667,8.75,10.4166666666667,15.8333333333333
5,0,0.4,0.4,0.3,0,1000,0.05,2,50,14.1666666666667,8.75,10.4166666666667,15.8333333333333
5,0,0.4,0.4,0.3,0,1000,0.05,3,43.3333333333333,15.8333333333333,9.58333333333333,12.9166666666667,17.5
10,0,0.4,0.4,0.3,0,1000,0.05,1,50.9090909090909,15.1515151515152,15.1515151515152,10.3030303030303,7.87878787878788
10,0,0.4,0.4,0.3,0,1000,0.05,2,50.9090909090909,15.1515151515152,15.1515151515152,10.3030303030303,7.87878787878788
10,0,0.4,0.4,0.3,0,1000,0.05,3,40.9090909090909,18.4848484848485,15.1515151515152,13.6363636363636,11.5151515151515
50,0,0.4,0.4,0.3,0,1000,0.05,1,56.9296375266525,17.27078891258,10.8742004264392,8.95522388059701,5.33049040511727
50,0,0.4,0.4,0.3,0,1000,0.05,2,56.9296375266525,17.27078891258,10.8742004264392,8.95522388059701,5.33049040511727
50,0,0.4,0.4,0.3,0,1000,0.05,3,31.3432835820896,17.27078891258,17.6972281449893,16.4179104477612,17.0575692963753
2,0.3,0.4,0.4,0.3,0,1000,0.05,1,44.949494949495,13.1313131313131,16.1616161616162,15.1515151515152,9.09090909090909
2,0.3,0.4,0.4,0.3,0,1000,0.05,2,44.949494949495,13.1313131313131,16.1616161616162,15.1515151515152,9.09090909090909
2,0.3,0.4,0.4,0.3,0,1000,0.05,3,42.4242424242424,13.6363636363636,16.1616161616162,16.1616161616162,10.1010101010101
5,0.3,0.4,0.4,0.3,0,1000,0.05,1,46.1538461538462,19.6581196581197,12.8205128205128,10.6837606837607,8.97435897435897
5,0.3,0.4,0.4,0.3,0,1000,0.05,2,46.1538461538462,19.6581196581197,12.8205128205128,10.6837606837607,8.97435897435897
5,0.3,0.4,0.4,0.3,0,1000,0.05,3,40.5982905982906,20.5128205128205,14.1025641025641,12.3931623931624,10.6837606837607
10,0.3,0.4,0.4,0.3,0,1000,0.05,1,53.7906137184116,14.4404332129964,9.38628158844765,13.7184115523466,7.94223826714802
10,0.3,0.4,0.4,0.3,0,1000,0.05,2,53.7906137184116,14.4404332129964,9.38628158844765,13.7184115523466,7.94223826714802
10,0.3,0.4,0.4,0.3,0,1000,0.05,3,40.072202166065,18.4115523465704,11.1913357400722,16.6064981949459,13.3574007220217
50,0.3,0.4,0.4,0.3,0,1000,0.05,1,52.4027459954233,18.9931350114416,11.6704805491991,9.83981693363844,5.49199084668192
50,0.3,0.4,0.4,0.3,0,1000,0.05,2,52.4027459954233,18.9931350114416,11.6704805491991,9.83981693363844,5.49199084668192
50,0.3,0.4,0.4,0.3,0,1000,0.05,3,27.9176201372998,20.5949656750572,18.9931350114416,17.162471395881,13.9588100686499
2,0.6,0.4,0.4,0.3,0,1000,0.05,1,46.0674157303371,16.2921348314607,12.3595505617978,12.3595505617978,12.3595505617978
2,0.6,0.4,0.4,0.3,0,1000,0.05,2,46.0674157303371,16.2921348314607,12.3595505617978,12.3595505617978,12.3595505617978
2,0.6,0.4,0.4,0.3,0,1000,0.05,3,43.8202247191011,16.2921348314607,14.0449438202247,12.3595505617978,12.9213483146067
5,0.6,0.4,0.4,0.3,0,1000,0.05,1,44.8275862068966,18.7192118226601,12.3152709359606,11.8226600985222,10.8374384236453
5,0.6,0.4,0.4,0.3,0,1000,0.05,2,44.8275862068966,18.7192118226601,12.3152709359606,11.8226600985222,10.8374384236453
5,0.6,0.4,0.4,0.3,0,1000,0.05,3,38.9162561576355,20.1970443349754,13.3004926108374,14.2857142857143,12.3152709359606
10,0.6,0.4,0.4,0.3,0,1000,0.05,1,48.4978540772532,16.7381974248927,10.7296137339056,11.1587982832618,11.1587982832618
10,0.6,0.4,0.4,0.3,0,1000,0.05,2,48.4978540772532,16.7381974248927,10.7296137339056,11.1587982832618,11.1587982832618
10,0.6,0.4,0.4,0.3,0,1000,0.05,3,38.1974248927039,13.3047210300429,16.3090128755365,15.8798283261803,15.0214592274678
50,0.6,0.4,0.4,0.3,0,1000,0.05,1,46.8926553672316,20.0564971751412,11.5819209039548,12.1468926553672,8.47457627118644
50,0.6,0.4,0.4,0.3,0,1000,0.05,2,46.8926553672316,20.0564971751412,11.5819209039548,12.1468926553672,8.47457627118644
50,0.6,0.4,0.4,0.3,0,1000,0.05,3,25.9887005649718,17.2316384180791,16.3841807909605,22.0338983050847,18.0790960451977
2,0.9,0.4,0.4,0.3,0,1000,0.05,1,49.438202247191,17.4157303370787,14.0449438202247,7.30337078651685,7.86516853932584
2,0.9,0.4,0.4,0.3,0,1000,0.05,2,49.438202247191,17.4157303370787,14.0449438202247,7.30337078651685,7.86516853932584
2,0.9,0.4,0.4,0.3,0,1000,0.05,3,48.314606741573,17.4157303370787,12.9213483146067,8.42696629213483,8.98876404494382
5,0.9,0.4,0.4,0.3,0,1000,0.05,1,56.5853658536585,19.5121951219512,7.80487804878049,5.85365853658537,7.31707317073171
5,0.9,0.4,0.4,0.3,0,1000,0.05,2,56.5853658536585,19.5121951219512,7.80487804878049,5.85365853658537,7.31707317073171
5,0.9,0.4,0.4,0.3,0,1000,0.05,3,51.219512195122,17.0731707317073,8.29268292682927,11.219512195122,9.26829268292683
10,0.9,0.4,0.4,0.3,0,1000,0.05,1,47.887323943662,16.4319248826291,11.7370892018779,15.962441314554,7.04225352112676
10,0.9,0.4,0.4,0.3,0,1000,0.05,2,47.887323943662,16.4319248826291,11.7370892018779,15.962441314554,7.04225352112676
10,0.9,0.4,0.4,0.3,0,1000,0.05,3,36.150234741784,16.4319248826291,14.0845070422535,18.3098591549296,14.0845070422535
50,0.9,0.4,0.4,0.3,0,1000,0.05,1,45.8937198067633,17.8743961352657,16.4251207729469,10.1449275362319,8.21256038647343
50,0.9,0.4,0.4,0.3,0,1000,0.05,2,45.8937198067633,17.8743961352657,16.4251207729469,10.1449275362319,8.21256038647343
50,0.9,0.4,0.4,0.3,0,1000,0.05,3,33.816425120773,15.4589371980676,13.5265700483092,16.9082125603865,18.8405797101449
2,0,0.1,0.6,0.3,0,1000,0.05,1,16.0919540229885,19.5402298850575,21.8390804597701,25.2873563218391,17.2413793103448
2,0,0.1,0.6,0.3,0,1000,0.05,2,16.0919540229885,19.5402298850575,21.8390804597701,25.2873563218391,17.2413793103448
2,0,0.1,0.6,0.3,0,1000,0.05,3,16.0919540229885,18.3908045977012,21.8390804597701,26.4367816091954,17.2413793103448
5,0,0.1,0.6,0.3,0,1000,0.05,1,26.5822784810127,19.620253164557,20.8860759493671,16.4556962025316,16.4556962025316
5,0,0.1,0.6,0.3,0,1000,0.05,2,26.5822784810127,19.620253164557,20.8860759493671,16.4556962025316,16.4556962025316
5,0,0.1,0.6,0.3,0,1000,0.05,3,25.3164556962025,18.9873417721519,20.253164556962,18.3544303797468,17.0886075949367
10,0,0.1,0.6,0.3,0,1000,0.05,1,25.089605734767,23.6559139784946,18.6379928315412,17.921146953405,14.6953405017921
10,0,0.1,0.6,0.3,0,1000,0.05,2,25.089605734767,23.6559139784946,18.6379928315412,17.921146953405,14.6953405017921
10,0,0.1,0.6,0.3,0,1000,0.05,3,18.2795698924731,22.2222222222222,19.7132616487455,20.7885304659498,18.9964157706093
50,0,0.1,0.6,0.3,0,1000,0.05,1,46.7353951890034,22.1649484536082,14.6048109965636,10.8247422680412,5.67010309278351
