nvar,r,d,prop_Hacker,prop_H1,het,iter,alpha,strategy,p1,p2,p3,p4,p5,k_sig,k
10,0,0,0.5,0,0,10000,0.05,3,0.199488491048593,0.213981244671782,0.199914748508099,0.195652173913043,0.190963341858483,2346,10000
30,0,0,0.5,0,0,10000,0.05,1,0.328418549346017,0.24423305588585,0.175980975029727,0.140546967895363,0.110820451843044,4205,10000
30,0,0,0.5,0,0,10000,0.05,2,0.328418549346017,0.24423305588585,0.175980975029727,0.140546967895363,0.110820451843044,4205,10000
30,0,0,0.5,0,0,10000,0.05,3,0.207609988109394,0.201189060642093,0.192152199762188,0.197384066587396,0.20166468489893,4205,10000
70,0,0,0.5,0,0,10000,0.05,1,0.51173801538765,0.249950680607615,0.134740579996054,0.0633260998224502,0.04024462418623,5069,10000
70,0,0,0.5,0,0,10000,0.05,2,0.51173801538765,0.249950680607615,0.134740579996054,0.0633260998224502,0.04024462418623,5069,10000
70,0,0,0.5,0,0,10000,0.05,3,0.200631288222529,0.198658512527126,0.199250345235747,0.203195896626554,0.198263957388045,5069,10000
150,0,0,0.5,0,0,10000,0.05,1,0.746577946768061,0.179087452471483,0.0454372623574145,0.0186311787072243,0.0102661596958175,5260,10000
150,0,0,0.5,0,0,10000,0.05,2,0.746577946768061,0.179087452471483,0.0454372623574145,0.0186311787072243,0.0102661596958175,5260,10000
150,0,0,0.5,0,0,10000,0.05,3,0.200760456273764,0.203802281368821,0.209125475285171,0.199049429657795,0.187262357414449,5260,10000
2,0.3,0,0.5,0,0,10000,0.05,1,0.208835341365462,0.218206157965194,0.194109772423025,0.187416331994645,0.191432396251673,747,10000
2,0.3,0,0.5,0,0,10000,0.05,2,0.208835341365462,0.218206157965194,0.194109772423025,0.187416331994645,0.191432396251673,747,10000
2,0.3,0,0.5,0,0,10000,0.05,3,0.20615796519411,0.21285140562249,0.194109772423025,0.187416331994645,0.19946452476573,747,10000
5,0.3,0,0.5,0,0,10000,0.05,1,0.211406844106464,0.207604562737643,0.198479087452471,0.207604562737643,0.174904942965779,1315,10000
5,0.3,0,0.5,0,0,10000,0.05,2,0.211406844106464,0.207604562737643,0.198479087452471,0.207604562737643,0.174904942965779,1315,10000
5,0.3,0,0.5,0,0,10000,0.05,3,0.191634980988593,0.196958174904943,0.196958174904943,0.217490494296578,0.196958174904943,1315,10000
10,0.3,0,0.5,0,0,10000,0.05,1,0.240203562340967,0.217811704834606,0.192875318066158,0.183715012722646,0.165394402035623,1965,10000
10,0.3,0,0.5,0,0,10000,0.05,2,0.240203562340967,0.217811704834606,0.192875318066158,0.183715012722646,0.165394402035623,1965,10000
10,0.3,0,0.5,0,0,10000,0.05,3,0.183206106870229,0.200508905852417,0.206615776081425,0.205089058524173,0.204580152671756,1965,10000
30,0.3,0,0.5,0,0,10000,0.05,1,0.305656171635553,0.22680412371134,0.184173864586236,0.156032320980775,0.127333519086096,3589,10000
30,0.3,0,0.5,0,0,10000,0.05,2,0.305656171635553,0.22680412371134,0.184173864586236,0.156032320980775,0.127333519086096,3589,10000
30,0.3,0,0.5,0,0,10000,0.05,3,0.16829200334355,0.200055725828922,0.199219838395096,0.218445249373084,0.213987183059348,3589,10000
70,0.3,0,0.5,0,0,10000,0.05,1,0.417664670658683,0.238665526090676,0.157185628742515,0.11377245508982,0.0727117194183063,4676,10000
70,0.3,0,0.5,0,0,10000,0.05,2,0.417664670658683,0.238665526090676,0.157185628742515,0.11377245508982,0.0727117194183063,4676,10000
70,0.3,0,0.5,0,0,10000,0.05,3,0.162959794696322,0.196535500427716,0.204875962360992,0.21792130025663,0.21770744225834,4676,10000
150,0.3,0,0.5,0,0,10000,0.05,1,0.56395800933126,0.234836702954899,0.107698289269051,0.0587091757387247,0.0347978227060653,5144,10000
