nvar,r,d,prop_Hacker,prop_H1,het,iter,alpha,strategy,p1,p2,p3,p4,p5,k_sig,k
1,0,0.5,0,0.7,0,10000,0.05,3,0.656438356164384,0.121643835616438,0.0906849315068493,0.0687671232876712,0.0624657534246575,3650,10000
1,0,0.6,0,0.7,0,10000,0.05,1,0.697178251892636,0.113328745125029,0.0754760266116082,0.0628584537738013,0.0511585225969259,4359,10000
1,0,0.6,0,0.7,0,10000,0.05,2,0.697178251892636,0.113328745125029,0.0754760266116082,0.0628584537738013,0.0511585225969259,4359,10000
1,0,0.6,0,0.7,0,10000,0.05,3,0.697178251892636,0.113328745125029,0.0754760266116082,0.0628584537738013,0.0511585225969259,4359,10000
1,0,0.7,0,0.7,0,10000,0.05,1,0.745170571311139,0.0982326346074805,0.0676120016440608,0.0495273325113029,0.0394574599260173,4866,10000
1,0,0.7,0,0.7,0,10000,0.05,2,0.745170571311139,0.0982326346074805,0.0676120016440608,0.0495273325113029,0.0394574599260173,4866,10000
1,0,0.7,0,0.7,0,10000,0.05,3,0.745170571311139,0.0982326346074805,0.0676120016440608,0.0495273325113029,0.0394574599260173,4866,10000
1,0,0.8,0,0.7,0,10000,0.05,1,0.772684576366711,0.0941198572233703,0.0563591959421379,0.0458388126996055,0.0309975577681758,5323,10000
1,0,0.8,0,0.7,0,10000,0.05,2,0.772684576366711,0.0941198572233703,0.0563591959421379,0.0458388126996055,0.0309975577681758,5323,10000
1,0,0.8,0,0.7,0,10000,0.05,3,0.772684576366711,0.0941198572233703,0.0563591959421379,0.0458388126996055,0.0309975577681758,5323,10000
1,0,0.1,0,0.1,0.2,10000,0.05,1,0.30048465266559,0.189014539579968,0.177705977382876,0.161550888529887,0.17124394184168,619,10000
1,0,0.1,0,0.1,0.2,10000,0.05,2,0.30048465266559,0.189014539579968,0.177705977382876,0.161550888529887,0.17124394184168,619,10000
1,0,0.1,0,0.1,0.2,10000,0.05,3,0.30048465266559,0.189014539579968,0.177705977382876,0.161550888529887,0.17124394184168,619,10000
1,0,0.2,0,0.1,0.2,10000,0.05,1,0.317700453857791,0.205748865355522,0.16338880484115,0.161875945537065,0.151285930408472,661,10000
1,0,0.2,0,0.1,0.2,10000,0.05,2,0.317700453857791,0.205748865355522,0.16338880484115,0.161875945537065,0.151285930408472,661,10000
1,0,0.2,0,0.1,0.2,10000,0.05,3,0.317700453857791,0.205748865355522,0.16338880484115,0.161875945537065,0.151285930408472,661,10000
1,0,0.3,0,0.1,0.2,10000,0.05,1,0.379694019471488,0.162726008344924,0.171070931849791,0.148817802503477,0.13769123783032,719,10000
1,0,0.3,0,0.1,0.2,10000,0.05,2,0.379694019471488,0.162726008344924,0.171070931849791,0.148817802503477,0.13769123783032,719,10000
1,0,0.3,0,0.1,0.2,10000,0.05,3,0.379694019471488,0.162726008344924,0.171070931849791,0.148817802503477,0.13769123783032,719,10000
1,0,0.4,0,0.1,0.2,10000,0.05,1,0.416184971098266,0.176878612716763,0.153757225433526,0.119075144508671,0.134104046242775,865,10000
1,0,0.4,0,0.1,0.2,10000,0.05,2,0.416184971098266,0.176878612716763,0.153757225433526,0.119075144508671,0.134104046242775,865,10000
1,0,0.4,0,0.1,0.2,10000,0.05,3,0.416184971098266,0.176878612716763,0.153757225433526,0.119075144508671,0.134104046242775,865,10000
1,0,0.5,0,0.1,0.2,10000,0.05,1,0.475257731958763,0.141237113402062,0.134020618556701,0.116494845360825,0.132989690721649,970,10000
1,0,0.5,0,0.1,0.2,10000,0.05,2,0.475257731958763,0.141237113402062,0.134020618556701,0.116494845360825,0.132989690721649,970,10000
1,0,0.5,0,0.1,0.2,10000,0.05,3,0.475257731958763,0.141237113402062,0.134020618556701,0.116494845360825,0.132989690721649,970,10000
1,0,0.6,0,0.1,0.2,10000,0.05,1,0.521166509877705,0.147695202257761,0.0997177798682973,0.12793979303857,0.103480714957667,1063,10000
1,0,0.6,0,0.1,0.2,10000,0.05,2,0.521166509877705,0.147695202257761,0.0997177798682973,0.12793979303857,0.103480714957667,1063,10000
1,0,0.6,0,0.1,0.2,10000,0.05,3,0.521166509877705,0.147695202257761,0.0997177798682973,0.12793979303857,0.103480714957667,1063,10000
1,0,0.7,0,0.1,0.2,10000,0.05,1,0.527927927927928,0.14954954954955,0.106306306306306,0.109009009009009,0.107207207207207,1110,10000
1,0,0.7,0,0.1,0.2,10000,0.05,2,0.527927927927928,0.14954954954955,0.106306306306306,0.109009009009009,0.107207207207207,1110,10000
1,0,0.7,0,0.1,0.2,10000,0.05,3,0.527927927927928,0.14954954954955,0.106306306306306,0.109009009009009,0.107207207207207,1110,10000
1,0,0.8,0,0.1,0.2,10000,0.05,1,0.562394603709949,0.145868465430017,0.0986509274873525,0.0986509274873525,0.0944350758853288,1186,10000
1,0,0.8,0,0.1,0.2,10000,0.05,2,0.562394603709949,0.145868465430017,0.0986509274873525,0.0986509274873525,0.0944350758853288,1186,10000
1,0,0.8,0,0.1,0.2,10000,0.05,3,0.562394603709949,0.145868465430017,0.0986509274873525,0.0986509274873525,0.0944350758853288,1186,10000
1,0,0.1,0,0.2,0.2,10000,0.05,1,0.334228187919463,0.177181208053691,0.179865771812081,0.16510067114094,0.143624161073826,745,10000
1,0,0.1,0,0.2,0.2,10000,0.05,2,0.334228187919463,0.177181208053691,0.179865771812081,0.16510067114094,0.143624161073826,745,10000
1,0,0.1,0,0.2,0.2,10000,0.05,3,0.334228187919463,0.177181208053691,0.179865771812081,0.16510067114094,0.143624161073826,745,10000
1,0,0.2,0,0.2,0.2,10000,0.05,1,0.349583828775268,0.197384066587396,0.156956004756243,0.140309155766944,0.15576694411415,841,10000
1,0,0.2,0,0.2,0.2,10000,0.05,2,0.349583828775268,0.197384066587396,0.156956004756243,0.140309155766944,0.15576694411415,841,10000
1,0,0.2,0,0.2,0.2,10000,0.05,3,0.349583828775268,0.197384066587396,0.156956004756243,0.140309155766944,0.15576694411415,841,10000
1,0,0.3,0,0.2,0.2,10000,0.05,1,0.436883629191322,0.148915187376726,0.14792899408284,0.138067061143984,0.128205128205128,1014,10000
1,0,0.3,0,0.2,0.2,10000,0.05,2,0.436883629191322,0.148915187376726,0.14792899408284,0.138067061143984,0.128205128205128,1014,10000
1,0,0.3,0,0.2,0.2,10000,0.05,3,0.436883629191322,0.148915187376726,0.14792899408284,0.138067061143984,0.128205128205128,1014,10000
1,0,0.4,0,0.2,0.2,10000,0.05,1,0.498710232158212,0.136715391229579,0.131556319862425,0.116938950988822,0.116079105760963,1163,10000
1,0,0.4,0,0.2,0.2,10000,0.05,2,0.498710232158212,0.136715391229579,0.131556319862425,0.116938950988822,0.116079105760963,1163,10000
1,0,0.4,0,0.2,0.2,10000,0.05,3,0.498710232158212,0.136715391229579,0.131556319862425,0.116938950988822,0.116079105760963,1163,10000
1,0,0.5,0,0.2,0.2,10000,0.05,1,0.553129548762737,0.13901018922853,0.11353711790393,0.0953420669577875,0.098981077147016,1374,10000
1,0,0.5,0,0.2,0.2,10000,0.05,2,0.553129548762737,0.13901018922853,0.11353711790393,0.0953420669577875,0.098981077147016,1374,10000
1,0,0.5,0,0.2,0.2,10000,0.05,3,0.553129548762737,0.13901018922853,0.11353711790393,0.0953420669577875,0.098981077147016,1374,10000
1,0,0.6,0,0.2,0.2,10000,0.05,1,0.592455163883735,0.127396413110699,0.111935683364255,0.0853432282003711,0.08286951144094,1617,10000
1,0,0.6,0,0.2,0.2,10000,0.05,2,0.592455163883735,0.127396413110699,0.111935683364255,0.0853432282003711,0.08286951144094,1617,10000
1,0,0.6,0,0.2,0.2,10000,0.05,3,0.592455163883735,0.127396413110699,0.111935683364255,0.0853432282003711,0.08286951144094,1617,10000
1,0,0.7,0,0.2,0.2,10000,0.05,1,0.622079439252337,0.101051401869159,0.0998831775700935,0.10338785046729,0.0735981308411215,1712,10000
1,0,0.7,0,0.2,0.2,10000,0.05,2,0.622079439252337,0.101051401869159,0.0998831775700935,0.10338785046729,0.0735981308411215,1712,10000
1,0,0.7,0,0.2,0.2,10000,0.05,3,0.622079439252337,0.101051401869159,0.0998831775700935,0.10338785046729,0.0735981308411215,1712,10000
1,0,0.8,0,0.2,0.2,10000,0.05,1,0.666122004357299,0.104575163398693,0.0920479302832244,0.0637254901960784,0.0735294117647059,1836,10000
1,0,0.8,0,0.2,0.2,10000,0.05,2,0.666122004357299,0.104575163398693,0.0920479302832244,0.0637254901960784,0.0735294117647059,1836,10000
