nvar,r,d,het,iter,alpha,strategy,p1,p2,p3,p4,p5
45,0,0,0,10000,0.05,1,40.9060552092609,25.8793410507569,16.5405164737311,9.8619768477293,6.81211041852182
45,0,0,0,10000,0.05,2,40.9060552092609,25.8793410507569,16.5405164737311,9.8619768477293,6.81211041852182
45,0,0,0,10000,0.05,3,20.4697239536955,20.2471059661621,19.6237756010686,19.8686553873553,19.7907390917186
59,0.2,0,0,10000,0.05,1,43.6753648827952,25.1769128704113,14.938080495356,10.0176912870411,6.19195046439629
59,0.2,0,0,10000,0.05,2,43.6753648827952,25.1769128704113,14.938080495356,10.0176912870411,6.19195046439629
59,0.2,0,0,10000,0.05,3,18.4431667403804,19.6041574524547,20.5108359133127,20.6214064573198,20.8204334365325
61,0.2,0,0,10000,0.05,1,43.3329656997904,24.4843939561046,16.1244071909121,9.76067056358222,6.29756258961068
61,0.2,0,0,10000,0.05,2,43.3329656997904,24.4843939561046,16.1244071909121,9.76067056358222,6.29756258961068
61,0.2,0,0,10000,0.05,3,17.7787581338921,19.5875151648836,20.8227638689754,20.6132127495313,21.1977500827175
63,0.2,0,0,10000,0.05,1,43.7581415544941,25.3799392097264,15.7511940946591,9.11854103343465,5.99218410768563
63,0.2,0,0,10000,0.05,2,43.7581415544941,25.3799392097264,15.7511940946591,9.11854103343465,5.99218410768563
63,0.2,0,0,10000,0.05,3,18.0308293530178,20.3213200173686,20.5275727312201,20.1910551454624,20.929222752931
65,0.2,0,0,10000,0.05,1,44.2621169311019,24.8424255596609,15.8878504672897,9.12845033688328,5.87915670506412
65,0.2,0,0,10000,0.05,2,44.2621169311019,24.8424255596609,15.8878504672897,9.12845033688328,5.87915670506412
65,0.2,0,0,10000,0.05,3,18.0395566181265,19.1914801130189,20.6042164746794,20.7889589219735,21.3757878722017
67,0.2,0,0,10000,0.05,1,45.3956601532981,24.9919032710785,15.1354852639534,9.39220554895822,5.08474576271187
67,0.2,0,0,10000,0.05,2,45.3956601532981,24.9919032710785,15.1354852639534,9.39220554895822,5.08474576271187
67,0.2,0,0,10000,0.05,3,17.3377955306056,20.0259095325488,20.3929612436576,21.6884378711001,20.5548958220879
69,0.2,0,0,10000,0.05,1,47.1760797342193,24.3275104490408,14.5750723395135,9.02368449255171,4.89765298467474
69,0.2,0,0,10000,0.05,2,47.1760797342193,24.3275104490408,14.5750723395135,9.02368449255171,4.89765298467474
69,0.2,0,0,10000,0.05,3,18.2509913192584,19.6013289036545,20.3407994855857,21.1338548922945,20.6730253992069
71,0.2,0,0,10000,0.05,1,47.2127659574468,25.4787234042553,13.8085106382979,8.29787234042553,5.20212765957447
71,0.2,0,0,10000,0.05,2,47.2127659574468,25.4787234042553,13.8085106382979,8.29787234042553,5.20212765957447
71,0.2,0,0,10000,0.05,3,18.1489361702128,19.8404255319149,20.5425531914894,20.031914893617,21.436170212766
73,0.2,0,0,10000,0.05,1,47.0737913486005,24.8303647158609,14.8960983884648,8.2167090754877,4.98303647158609
73,0.2,0,0,10000,0.05,2,47.0737913486005,24.8303647158609,14.8960983884648,8.2167090754877,4.98303647158609
73,0.2,0,0,10000,0.05,3,18.0555555555556,19.8791348600509,20.1229855810008,20.5470737913486,21.3952502120441
75,0.2,0,0,10000,0.05,1,49.2191649845958,24.6786359290343,13.8744289811962,7.76585573143525,4.46191437373845
75,0.2,0,0,10000,0.05,2,49.2191649845958,24.6786359290343,13.8744289811962,7.76585573143525,4.46191437373845
75,0.2,0,0,10000,0.05,3,18.5381918623181,19.5155635822798,20.386699245724,20.5035589078933,21.0559864017848
77,0.2,0,0,10000,0.05,1,48.0817875210793,24.9051433389545,14.2074198988196,8.33684654300169,4.46880269814503
77,0.2,0,0,10000,0.05,2,48.0817875210793,24.9051433389545,14.2074198988196,8.33684654300169,4.46880269814503
77,0.2,0,0,10000,0.05,3,17.6117200674536,19.7407251264755,19.7723440134907,21.6378583473862,21.2373524451939
47,0,0,0,10000,0.05,1,41.1680598328201,25.2969643642763,16.6190057193137,10.7347118345799,6.18125824901012
47,0,0,0,10000,0.05,2,41.1680598328201,25.2969643642763,16.6190057193137,10.7347118345799,6.18125824901012
47,0,0,0,10000,0.05,3,20.1275846898372,20.2485701715794,19.5776506819182,19.775626924769,20.2705675318962
79,0.2,0,0,10000,0.05,1,49.9684409846413,24.563433620871,13.5072585735325,7.59520302966547,4.36566379128971
79,0.2,0,0,10000,0.05,2,49.9684409846413,24.563433620871,13.5072585735325,7.59520302966547,4.36566379128971
79,0.2,0,0,10000,0.05,3,18.2516305491269,19.2089206816747,20.271407532085,20.5133599831685,21.7546812539449
81,0.2,0,0,10000,0.05,1,49.8220640569395,25.1727025329705,13.7429348963785,7.45237596818087,3.80992254553067
81,0.2,0,0,10000,0.05,2,49.8220640569395,25.1727025329705,13.7429348963785,7.45237596818087,3.80992254553067
81,0.2,0,0,10000,0.05,3,18.4425371572116,19.3112832321541,20.357965250157,20.8499057986184,21.0383085618589
83,0.2,0,0,10000,0.05,1,50.4684572142411,24.5887986674995,12.8357276702061,7.92213200083281,4.18488444722049
83,0.2,0,0,10000,0.05,2,50.4684572142411,24.5887986674995,12.8357276702061,7.92213200083281,4.18488444722049
83,0.2,0,0,10000,0.05,3,18.051217988757,19.5919217155944,19.8625858838226,20.9972933583177,21.4969810535082
85,0.2,0,0,10000,0.05,1,50.6647278770253,24.480681346074,13.7411715828833,7.09389281262983,4.01952638138762
85,0.2,0,0,10000,0.05,2,50.6647278770253,24.480681346074,13.7411715828833,7.09389281262983,4.01952638138762
85,0.2,0,0,10000,0.05,3,18.1969256335688,19.4952222683839,20.2534275031159,20.9285417532198,21.1258828417117
87,0.2,0,0,10000,0.05,1,52.0691082143596,24.3947858472998,12.9836540451066,6.97289468239189,3.57955721084213
87,0.2,0,0,10000,0.05,2,52.0691082143596,24.3947858472998,12.9836540451066,6.97289468239189,3.57955721084213
87,0.2,0,0,10000,0.05,3,18.1667701220774,19.1289054417546,20.6083178150217,21.9015104489965,20.1944961721498
89,0.2,0,0,10000,0.05,1,51.3666838576586,24.7240845796802,13.604951005673,6.60134089736978,3.70293965961836
89,0.2,0,0,10000,0.05,2,51.3666838576586,24.7240845796802,13.604951005673,6.60134089736978,3.70293965961836
89,0.2,0,0,10000,0.05,3,17.2356884992264,20.0309437854564,20.4228984012378,20.8870551830841,21.4234141309954
91,0.2,0,0,10000,0.05,1,53.0420411114554,23.9851255035637,12.6329924594567,6.82780704472678,3.51203388079744
91,0.2,0,0,10000,0.05,2,53.0420411114554,23.9851255035637,12.6329924594567,6.82780704472678,3.51203388079744
91,0.2,0,0,10000,0.05,3,17.6737940295424,18.9133353992356,19.8016733808491,21.5886788554901,22.0225183348828
93,0.2,0,0,10000,0.05,1,54.1010599979417,24.4622825975095,12.1127920139961,6.08212411238036,3.24174127817228
93,0.2,0,0,10000,0.05,2,54.1010599979417,24.4622825975095,12.1127920139961,6.08212411238036,3.24174127817228
93,0.2,0,0,10000,0.05,3,17.8758876196357,19.6768549963981,19.831223628692,21.1587938664197,21.4572398888546
95,0.2,0,0,10000,0.05,1,54.360824742268,24.1340206185567,12.6907216494845,5.63917525773196,3.17525773195876
95,0.2,0,0,10000,0.05,2,54.360824742268,24.1340206185567,12.6907216494845,5.63917525773196,3.17525773195876
95,0.2,0,0,10000,0.05,3,18.0824742268041,19.5567010309278,20.6288659793814,20.4742268041237,21.2577319587629
97,0.2,0,0,10000,0.05,1,54.6043831669925,24.6424529272559,11.9148060500051,5.87509002983846,2.96326782590802
97,0.2,0,0,10000,0.05,2,54.6043831669925,24.6424529272559,11.9148060500051,5.87509002983846,2.96326782590802
97,0.2,0,0,10000,0.05,3,17.9853894433584,19.8271427101554,20.279864183558,21.3293548719004,20.5782487910279
49,0,0,0,10000,0.05,1,42.87109375,25.8138020833333,15.625,9.75477430555556,5.93532986111111
49,0,0,0,10000,0.05,2,42.87109375,25.8138020833333,15.625,9.75477430555556,5.93532986111111
49,0,0,0,10000,0.05,3,20.3450520833333,20.0954861111111,19.5746527777778,19.9652777777778,20.01953125
99,0.2,0,0,10000,0.05,1,55.1904176904177,24.5085995085995,11.537674037674,5.93775593775594,2.82555282555283
99,0.2,0,0,10000,0.05,2,55.1904176904177,24.5085995085995,11.537674037674,5.93775593775594,2.82555282555283
99,0.2,0,0,10000,0.05,3,17.5061425061425,20.526208026208,20.9152334152334,20.8845208845209,20.1678951678952
101,0.2,0,0,10000,0.05,1,55.8904669459487,23.7049146827424,11.8524573413712,6.11014611218964,2.44201491774803
101,0.2,0,0,10000,0.05,2,55.8904669459487,23.7049146827424,11.8524573413712,6.11014611218964,2.44201491774803
101,0.2,0,0,10000,0.05,3,17.9932563604782,20.7213650761214,19.7302544191274,20.5374476346174,21.0176765096557
103,0.2,0,0,10000,0.05,1,56.6265060240964,24.3210128650194,11.4253624668164,5.18684909128038,2.44026955278742
103,0.2,0,0,10000,0.05,2,56.6265060240964,24.3210128650194,11.4253624668164,5.18684909128038,2.44026955278742
103,0.2,0,0,10000,0.05,3,17.8476618337758,19.4506840923014,20.3389830508475,21.4416989993874,20.920972023688
105,0.2,0,0,10000,0.05,1,57.3267933782955,23.6255875740854,11.6595135908441,5.0071530758226,2.38095238095238
105,0.2,0,0,10000,0.05,2,57.3267933782955,23.6255875740854,11.6595135908441,5.0071530758226,2.38095238095238
105,0.2,0,0,10000,0.05,3,18.2199059881463,19.9468628653178,20.5191089311261,20.4475781729001,20.8665440425097
107,0.2,0,0,10000,0.05,1,58.1963027269942,23.7156572362374,10.8364824839138,4.98416913491982,2.26738841793484
107,0.2,0,0,10000,0.05,2,58.1963027269942,23.7156572362374,10.8364824839138,4.98416913491982,2.26738841793484
107,0.2,0,0,10000,0.05,3,18.7008477172914,18.9255438668165,20.5699111428863,20.702686140333,21.1010111326729
109,0.2,0,0,10000,0.05,1,57.3608708922576,23.6646657849222,11.3948519686642,5.50412045986367,2.0754908942924
109,0.2,0,0,10000,0.05,2,57.3608708922576,23.6646657849222,11.3948519686642,5.50412045986367,2.0754908942924
109,0.2,0,0,10000,0.05,3,17.6416726014854,20.0529046698545,20.4395157187913,20.8363007427002,21.0296062671686
111,0.2,0,0,10000,0.05,1,59.1237901171676,23.3520122261844,10.697911360163,4.73764645950076,2.08863983698421
111,0.2,0,0,10000,0.05,2,59.1237901171676,23.3520122261844,10.697911360163,4.73764645950076,2.08863983698421
111,0.2,0,0,10000,0.05,3,18.2170147733062,20.0101884870097,20.5196128374936,20.855832908813,20.3973509933775
113,0.2,0,0,10000,0.05,1,59.596062113062,22.8458337562164,10.6668019892419,4.80056835481579,2.09073378666396
113,0.2,0,0,10000,0.05,2,59.596062113062,22.8458337562164,10.6668019892419,4.80056835481579,2.09073378666396
113,0.2,0,0,10000,0.05,3,17.791535572922,18.704962955445,20.7855475489699,21.6786765452147,21.0392773774485
115,0.2,0,0,10000,0.05,1,59.1342254663423,23.3373884833739,10.9995944849959,4.52149229521492,2.00729927007299
115,0.2,0,0,10000,0.05,2,59.1342254663423,23.3373884833739,10.9995944849959,4.52149229521492,2.00729927007299
115,0.2,0,0,10000,0.05,3,18.2380373073804,19.6066504460665,20.5697485806975,20.8333333333333,20.7522303325223
117,0.2,0,0,10000,0.05,1,59.5032944754181,22.9700963000507,10.8667004561581,4.7136340598074,1.94627470856564
117,0.2,0,0,10000,0.05,2,59.5032944754181,22.9700963000507,10.8667004561581,4.7136340598074,1.94627470856564
117,0.2,0,0,10000,0.05,3,17.9422199695895,19.4120628484541,20.7704004054739,21.1150532184491,20.7602635580335
51,0,0,0,10000,0.05,1,43.687005527257,25.6312994472743,15.9206676059391,9.1687439037607,5.59228351576894
51,0,0,0,10000,0.05,2,43.687005527257,25.6312994472743,15.9206676059391,9.1687439037607,5.59228351576894
51,0,0,0,10000,0.05,3,20.494201799068,19.6596943752032,19.9089628264875,19.9956648964994,19.941476102742
119,0.2,0,0,10000,0.05,1,59.2074592074592,23.6039322995845,10.4489713185365,4.81402655315699,1.9256106212628
119,0.2,0,0,10000,0.05,2,59.2074592074592,23.6039322995845,10.4489713185365,4.81402655315699,1.9256106212628
119,0.2,0,0,10000,0.05,3,17.5027870680045,19.5905543731631,20.4317421708726,21.1411776629168,21.3337387250431
121,0.2,0,0,10000,0.05,1,60.7399898631526,23.2539280283832,10.1875316776483,3.85200202736949,1.96654840344653
121,0.2,0,0,10000,0.05,2,60.7399898631526,23.2539280283832,10.1875316776483,3.85200202736949,1.96654840344653
121,0.2,0,0,10000,0.05,3,17.6482513938165,19.3106943740497,21.0947795235682,20.4054738976178,21.5408008109478
123,0.2,0,0,10000,0.05,1,60.7041396103896,23.4780844155844,9.60836038961039,4.36282467532468,1.84659090909091
123,0.2,0,0,10000,0.05,2,60.7041396103896,23.4780844155844,9.60836038961039,4.36282467532468,1.84659090909091
123,0.2,0,0,10000,0.05,3,18.5369318181818,19.2978896103896,20.6574675324675,20.5255681818182,20.9821428571429
125,0.2,0,0,10000,0.05,1,62.122283981809,23.0520464881253,9.02475997978777,4.10308236483072,1.6978271854472
125,0.2,0,0,10000,0.05,2,62.122283981809,23.0520464881253,9.02475997978777,4.10308236483072,1.6978271854472
125,0.2,0,0,10000,0.05,3,18.2617483577564,19.2319353208691,20.5861546235472,20.6872157655381,21.232945932289
127,0.2,0,0,10000,0.05,1,62.3963599595551,22.4671385237614,9.54499494438827,3.83215369059656,1.75935288169869
127,0.2,0,0,10000,0.05,2,62.3963599595551,22.4671385237614,9.54499494438827,3.83215369059656,1.75935288169869
127,0.2,0,0,10000,0.05,3,17.9979777553084,19.5348837209302,20.1718907987867,21.2841253791709,21.0111223458038
129,0.2,0,0,10000,0.05,1,62.9147755925366,22.5113464447806,9.1880988401412,3.89309127584468,1.49268784669692
129,0.2,0,0,10000,0.05,2,62.9147755925366,22.5113464447806,9.1880988401412,3.89309127584468,1.49268784669692
129,0.2,0,0,10000,0.05,3,17.9626828038326,20.1311144730207,20.494200706001,20.5547150781644,20.8572869389813
131,0.2,0,0,10000,0.05,1,62.9812537794799,22.7071155009071,8.81878653497279,3.74924410401129,1.74360008062891
131,0.2,0,0,10000,0.05,2,62.9812537794799,22.7071155009071,8.81878653497279,3.74924410401129,1.74360008062891
131,0.2,0,0,10000,0.05,3,17.5267083249345,20.1874622052006,20.4797419875025,20.5200564402338,21.2860310421286
133,0.2,0,0,10000,0.05,1,62.8735864297254,22.6474151857835,9.21849757673667,3.85702746365105,1.40347334410339
133,0.2,0,0,10000,0.05,2,62.8735864297254,22.6474151857835,9.21849757673667,3.85702746365105,1.40347334410339
133,0.2,0,0,10000,0.05,3,17.6090468497577,19.8707592891761,20.1029886914378,20.9208400646204,21.4963651050081
135,0.2,0,0,10000,0.05,1,63.4640588769029,23.2987196289949,9.06341365056961,3.07490674463152,1.0989010989011
135,0.2,0,0,10000,0.05,2,63.4640588769029,23.2987196289949,9.06341365056961,3.07490674463152,1.0989010989011
135,0.2,0,0,10000,0.05,3,17.4110293376348,20.2338945458212,20.4960177437242,21.5142655509628,20.344792821857
137,0.2,0,0,10000,0.05,1,64.496326859213,22.2703029083224,8.52369930562544,3.34104860621918,1.36862232061991
137,0.2,0,0,10000,0.05,2,64.496326859213,22.2703029083224,8.52369930562544,3.34104860621918,1.36862232061991
137,0.2,0,0,10000,0.05,3,17.3191103954916,20.2073060279763,20.167052430311,21.1432021736943,21.1633289725269
53,0,0,0,10000,0.05,1,44.2394335979404,25.5953658013302,15.1040549238361,9.6223986269041,5.43874704998927
53,0,0,0,10000,0.05,2,44.2394335979404,25.5953658013302,15.1040549238361,9.6223986269041,5.43874704998927
53,0,0,0,10000,0.05,3,19.6309804762926,19.6417077880283,19.7275262819138,20.5106200386183,20.489165415147
139,0.2,0,0,10000,0.05,1,65.1319766270401,21.7610316340923,8.68426355027201,3.36490026193834,1.05782792665726
139,0.2,0,0,10000,0.05,2,65.1319766270401,21.7610316340923,8.68426355027201,3.36490026193834,1.05782792665726
139,0.2,0,0,10000,0.05,3,18.6278460608503,18.7991134394519,20.5722345355632,21.1666330848277,20.8341728793069
141,0.2,0,0,10000,0.05,1,64.6017699115044,22.0836685438455,8.65848753016895,3.34875301689461,1.30732099758648
141,0.2,0,0,10000,0.05,2,64.6017699115044,22.0836685438455,8.65848753016895,3.34875301689461,1.30732099758648
141,0.2,0,0,10000,0.05,3,18.4432823813355,18.6444086886565,20.8970233306516,20.8065164923572,21.2087691069992
143,0.2,0,0,10000,0.05,1,65.8718180903511,21.3301136935305,8.32075661535366,3.15927155649462,1.31804004427005
143,0.2,0,0,10000,0.05,2,65.8718180903511,21.3301136935305,8.32075661535366,3.15927155649462,1.31804004427005
143,0.2,0,0,10000,0.05,3,17.9796760237448,19.8913371566556,20.7364926048898,20.9377200925646,20.4547741221451
145,0.2,0,0,10000,0.05,1,66.1363407511832,21.9011177122143,8.00523612929212,2.80938475480818,1.14792065250227
145,0.2,0,0,10000,0.05,2,66.1363407511832,21.9011177122143,8.00523612929212,2.80938475480818,1.14792065250227
145,0.2,0,0,10000,0.05,3,17.6316584432585,19.6254153660256,20.8337528949753,20.5316685127379,21.3775047830027
147,0.2,0,0,10000,0.05,1,66.4856711915535,21.447963800905,7.98391151332328,2.95625942684766,1.12619406737054
147,0.2,0,0,10000,0.05,2,66.4856711915535,21.447963800905,7.98391151332328,2.95625942684766,1.12619406737054
147,0.2,0,0,10000,0.05,3,17.9989944695827,18.7430869783811,20.6737053795877,21.236802413273,21.3474107591755
149,0.2,0,0,10000,0.05,1,66.5828387486168,21.2855849512122,8.04748013278342,3.0077456996278,1.07635046775978
149,0.2,0,0,10000,0.05,2,66.5828387486168,21.2855849512122,8.04748013278342,3.0077456996278,1.07635046775978
149,0.2,0,0,10000,0.05,3,18.0766522482648,19.394427120008,20.9536263957348,20.2092344834524,21.36605975254
151,0.2,0,0,10000,0.05,1,67.4103105215556,21.78675509999,7.04451813888052,2.81378755903929,0.94462868053462
151,0.2,0,0,10000,0.05,2,67.4103105215556,21.78675509999,7.04451813888052,2.81378755903929,0.94462868053462
151,0.2,0,0,10000,0.05,3,17.9981911365692,19.8271530499447,20.1587780122601,21.0833082102301,20.9325695909959
153,0.2,0,0,10000,0.05,1,67.6473541520233,21.5684305653178,7.41038256853098,2.57053921076413,0.803293503363791
153,0.2,0,0,10000,0.05,2,67.6473541520233,21.5684305653178,7.41038256853098,2.57053921076413,0.803293503363791
153,0.2,0,0,10000,0.05,3,17.6724570740034,19.700773169997,19.9317200522141,21.7792951099508,20.9157545938347
155,0.2,0,0,10000,0.05,1,67.6618415761962,21.562123039807,7.30800160836349,2.42259750703659,1.0454362685967
155,0.2,0,0,10000,0.05,2,67.6618415761962,21.562123039807,7.30800160836349,2.42259750703659,1.0454362685967
155,0.2,0,0,10000,0.05,3,17.4507438681142,19.4913550462405,20.0442299959791,21.7531162042622,21.2605548854041
157,0.2,0,0,10000,0.05,1,67.8076691427424,21.5017064846416,7.50853242320819,2.2987351937362,0.883356755671552
157,0.2,0,0,10000,0.05,2,67.8076691427424,21.5017064846416,7.50853242320819,2.2987351937362,0.883356755671552
157,0.2,0,0,10000,0.05,3,16.9845412567757,19.9959847420197,20.1867094960851,21.9534230074282,20.8793414976912
55,0,0,0,10000,0.05,1,44.9187639375597,25.7513008389084,15.3445895720505,9.12180099819475,4.86354465328661
55,0,0,0,10000,0.05,2,44.9187639375597,25.7513008389084,15.3445895720505,9.12180099819475,4.86354465328661
55,0,0,0,10000,0.05,3,19.730275034512,19.3267494955931,20.4098969947966,20.9514707443984,19.5816077306998
159,0.2,0,0,10000,0.05,1,68.3041993168575,21.1673699015471,7.152903355435,2.45127586899739,0.92425155716295
159,0.2,0,0,10000,0.05,2,68.3041993168575,21.1673699015471,7.152903355435,2.45127586899739,0.92425155716295
159,0.2,0,0,10000,0.05,3,17.9927667269439,19.4996986136227,20.5143660839863,20.6550130600764,21.3381555153707
161,0.2,0,0,10000,0.05,1,68.5103392892993,21.1202569765107,6.99658703071672,2.64003212206384,0.732784581409356
161,0.2,0,0,10000,0.05,2,68.5103392892993,21.1202569765107,6.99658703071672,2.64003212206384,0.732784581409356
161,0.2,0,0,10000,0.05,3,17.4964866492672,20.1666332061835,20.1867094960851,20.7388074683798,21.4113631800843
163,0.2,0,0,10000,0.05,1,68.6402408429503,20.7626693426994,7.17511289513297,2.64927245358756,0.772704465629704
163,0.2,0,0,10000,0.05,2,68.6402408429503,20.7626693426994,7.17511289513297,2.64927245358756,0.772704465629704
163,0.2,0,0,10000,0.05,3,17.5614651279478,19.2875062719518,20.4515805318615,20.5418966382338,22.157551430005
165,0.2,0,0,10000,0.05,1,68.9430405134376,21.0088247091857,7.0296831127156,2.2864019253911,0.732049739269956
165,0.2,0,0,10000,0.05,2,68.9430405134376,21.0088247091857,7.0296831127156,2.2864019253911,0.732049739269956
165,0.2,0,0,10000,0.05,3,17.3184917769755,20.1965503409547,20.8584035298837,20.3870838347373,21.2394705174489
167,0.2,0,0,10000,0.05,1,69.8482869486587,20.1145383301517,7.24404702099869,1.96925550085401,0.823872199336883
167,0.2,0,0,10000,0.05,2,69.8482869486587,20.1145383301517,7.24404702099869,1.96925550085401,0.823872199336883
167,0.2,0,0,10000,0.05,3,18.0448106098664,19.6624133427107,20.516427207877,20.5767105395358,21.19963830001
169,0.2,0,0,10000,0.05,1,70.129349242956,20.5254186303018,6.58778702496741,2.15582071593302,0.601624385841773
169,0.2,0,0,10000,0.05,2,70.129349242956,20.5254186303018,6.58778702496741,2.15582071593302,0.601624385841773
169,0.2,0,0,10000,0.05,3,18.2693271833952,18.9611952271132,20.034092048531,20.6858517998596,22.049533741101
171,0.2,0,0,10000,0.05,1,71.0903801785535,19.6709800381182,6.36974621326111,2.21687230414284,0.652021265924365
171,0.2,0,0,10000,0.05,2,71.0903801785535,19.6709800381182,6.36974621326111,2.21687230414284,0.652021265924365
171,0.2,0,0,10000,0.05,3,18.0158491323102,19.1694252181763,21.0552713411576,20.6941518707995,21.0653024375564
173,0.2,0,0,10000,0.05,1,71.3712910986367,18.9454691259022,6.93664795509222,2.14514835605453,0.601443464314354
173,0.2,0,0,10000,0.05,2,71.3712910986367,18.9454691259022,6.93664795509222,2.14514835605453,0.601443464314354
173,0.2,0,0,10000,0.05,3,18.4141940657578,18.9053728949479,20.1784282277466,21.1206896551724,21.3813151563753
175,0.2,0,0,10000,0.05,1,71.1650290755966,19.8415881291358,6.25626629236014,2.07539602967716,0.661720473230399
175,0.2,0,0,10000,0.05,2,71.1650290755966,19.8415881291358,6.25626629236014,2.07539602967716,0.661720473230399
175,0.2,0,0,10000,0.05,3,18.0770002005214,19.4706236214157,20.7940645678765,20.8040906356527,20.8542209745338
177,0.2,0,0,10000,0.05,1,71.4471707561342,20.0400600901352,5.87881822734101,1.94291437155734,0.691036554832248
177,0.2,0,0,10000,0.05,2,71.4471707561342,20.0400600901352,5.87881822734101,1.94291437155734,0.691036554832248
177,0.2,0,0,10000,0.05,3,16.8552829243866,20.1301952929394,20.6710065097646,21.0315473209815,21.3119679519279
57,0,0,0,10000,0.05,1,45.3698804106255,26.3625780505874,15.0280452957985,8.57233569689914,4.66716054608953
57,0,0,0,10000,0.05,2,45.3698804106255,26.3625780505874,15.0280452957985,8.57233569689914,4.66716054608953
57,0,0,0,10000,0.05,3,20.171446713938,19.557625145518,20.171446713938,20.139697322468,19.959784104138
179,0.2,0,0,10000,0.05,1,73.3019434982969,18.3931075936686,6.02083750751352,1.76317371268283,0.520937687838109
179,0.2,0,0,10000,0.05,2,73.3019434982969,18.3931075936686,6.02083750751352,1.76317371268283,0.520937687838109
179,0.2,0,0,10000,0.05,3,18.0925666199158,19.0743338008415,20.2764976958525,21.1380484872771,21.418553396113
181,0.2,0,0,10000,0.05,1,72.0312656578815,19.8216254133681,5.86231085279086,1.71359855696964,0.571199518989879
181,0.2,0,0,10000,0.05,2,72.0312656578815,19.8216254133681,5.86231085279086,1.71359855696964,0.571199518989879
181,0.2,0,0,10000,0.05,3,18.1080268563984,19.9719410762601,20.2625513578515,20.5832247720212,21.0742559374687
183,0.2,0,0,10000,0.05,1,73.197633610749,18.7706808382633,5.73548581169157,1.9452521808884,0.350947558407701
183,0.2,0,0,10000,0.05,2,73.197633610749,18.7706808382633,5.73548581169157,1.9452521808884,0.350947558407701
183,0.2,0,0,10000,0.05,3,18.2292188910057,19.8335505865838,20.3549583876466,21.1069888699489,20.475283264815
185,0.2,0,0,10000,0.05,1,72.5751503006012,19.2284569138277,6.08216432865732,1.66332665330661,0.450901803607214
185,0.2,0,0,10000,0.05,2,72.5751503006012,19.2284569138277,6.08216432865732,1.66332665330661,0.450901803607214
185,0.2,0,0,10000,0.05,3,17.2444889779559,18.8977955911824,20.7815631262525,21.6032064128257,21.4729458917836
187,0.2,0,0,10000,0.05,1,72.7773879923825,19.1741004309913,5.91360128295079,1.71394206675353,0.42096822692192
187,0.2,0,0,10000,0.05,2,72.7773879923825,19.1741004309913,5.91360128295079,1.71394206675353,0.42096822692192
187,0.2,0,0,10000,0.05,3,17.8911496441816,19.3244462263205,21.258895459557,20.6675353312619,20.857973338679
189,0.2,0,0,10000,0.05,1,74.3163377742162,18.1208053691275,5.38916157467695,1.58269057397576,0.591004708003606
189,0.2,0,0,10000,0.05,2,74.3163377742162,18.1208053691275,5.38916157467695,1.58269057397576,0.591004708003606
189,0.2,0,0,10000,0.05,3,18.3111289191626,19.222678553541,19.8237002904938,20.8254031854152,21.8170890513874
191,0.2,0,0,10000,0.05,1,74.025843934689,18.7017930481819,5.43924671942302,1.34228187919463,0.49083441851147
191,0.2,0,0,10000,0.05,2,74.025843934689,18.7017930481819,5.43924671942302,1.34228187919463,0.49083441851147
191,0.2,0,0,10000,0.05,3,17.8202945006511,19.923870579986,20.4547731142943,20.3546028248022,21.4464589802665
193,0.2,0,0,10000,0.05,1,74.4365421216067,17.9404988480417,5.77982570369628,1.43243513973755,0.41069818691776
193,0.2,0,0,10000,0.05,2,74.4365421216067,17.9404988480417,5.77982570369628,1.43243513973755,0.41069818691776
193,0.2,0,0,10000,0.05,3,17.7802263848543,19.2627466693379,20.0440749273765,20.9255734749073,21.987378543524
195,0.2,0,0,10000,0.05,1,74.6318004207995,18.0943793207093,5.58060314597736,1.32251277427112,0.370704338242661
195,0.2,0,0,10000,0.05,2,74.6318004207995,18.0943793207093,5.58060314597736,1.32251277427112,0.370704338242661
195,0.2,0,0,10000,0.05,3,18.6153692014828,19.0562067929065,20.0180342651037,21.0199378819758,21.2904518585312
197,0.2,0,0,10000,0.05,1,73.9291433146517,18.7349879903923,5.53442754203363,1.42113690952762,0.380304243394716
197,0.2,0,0,10000,0.05,2,73.9291433146517,18.7349879903923,5.53442754203363,1.42113690952762,0.380304243394716
197,0.2,0,0,10000,0.05,3,17.5440352281825,19.9359487590072,20.8466773418735,20.7966373098479,20.8767013610889
5,0,0,0,10000,0.05,1,22.265625,20.3125,20.3993055555556,18.7934027777778,18.2291666666667
5,0,0,0,10000,0.05,2,22.265625,20.3125,20.3993055555556,18.7934027777778,18.2291666666667
5,0,0,0,10000,0.05,3,20.5729166666667,19.2274305555556,20.8767361111111,19.6614583333333,19.6614583333333
59,0,0,0,10000,0.05,1,47.0872765509989,25.9411146161935,15.0473186119874,7.63406940063091,4.29022082018927
59,0,0,0,10000,0.05,2,47.0872765509989,25.9411146161935,15.0473186119874,7.63406940063091,4.29022082018927
59,0,0,0,10000,0.05,3,19.8422712933754,19.453207150368,20.7570977917981,20.0210304942166,19.9263932702419
199,0.2,0,0,10000,0.05,1,74.7723406384469,18.4128890223156,5.10357250075053,1.38096667667367,0.330231161813269
199,0.2,0,0,10000,0.05,2,74.7723406384469,18.4128890223156,5.10357250075053,1.38096667667367,0.330231161813269
