prop_Hacker,prop_H1,nmin,nmax,stepsize,d,het,p1,p2,p3,p4,p5,k_sig,k
0.75,0,177,1063,10,0,0,0.0580404685835996,0.056975505857295,0.0995740149094782,0.249733759318424,0.535676251331203,1878,10000
1,0,177,1063,10,0,0,0.0471578947368421,0.0454736842105263,0.0964210526315789,0.257684210526316,0.553263157894737,2375,10000
0.1,0,444,1063,10,0,0,0.165202108963093,0.159929701230229,0.165202108963093,0.216168717047452,0.293497363796134,569,10000
0.25,0,444,1063,10,0,0,0.123882503192848,0.127713920817369,0.143039591315453,0.21455938697318,0.390804597701149,783,10000
0.5,0,444,1063,10,0,0,0.100569259962049,0.0891840607210626,0.128083491461101,0.221062618595825,0.461100569259962,1054,10000
0.75,0,444,1063,10,0,0,0.0784905660377359,0.0694339622641509,0.0981132075471698,0.22188679245283,0.532075471698113,1325,10000
1,0,444,1063,10,0,0,0.0646341463414634,0.0573170731707317,0.0920731707317073,0.214024390243902,0.571951219512195,1640,10000
0.1,0,8,177,50,0,0,0.168,0.1968,0.2144,0.2144,0.2064,625,10000
0.25,0,8,177,50,0,0,0.172368421052632,0.205263157894737,0.194736842105263,0.202631578947368,0.225,760,10000
0.5,0,8,177,50,0,0,0.163323782234957,0.212034383954155,0.196752626552053,0.197707736389685,0.23018147086915,1047,10000
0.75,0,8,177,50,0,0,0.171779141104294,0.200153374233129,0.192484662576687,0.207822085889571,0.227760736196319,1304,10000
1,0,8,177,50,0,0,0.160579345088161,0.191435768261965,0.19647355163728,0.217884130982368,0.233627204030227,1588,10000
0.1,0,22,177,50,0,0,0.20242214532872,0.192041522491349,0.211072664359862,0.195501730103806,0.198961937716263,578,10000
0.25,0,22,177,50,0,0,0.175033921302578,0.17910447761194,0.204884667571235,0.218453188602442,0.222523744911805,737,10000
0.5,0,22,177,50,0,0,0.170655567117586,0.203954214360042,0.190426638917794,0.225806451612903,0.209157127991675,961,10000
0.75,0,22,177,50,0,0,0.173657718120805,0.168624161073826,0.208892617449664,0.233221476510067,0.215604026845638,1192,10000
1,0,22,177,50,0,0,0.161005434782609,0.175271739130435,0.200407608695652,0.220108695652174,0.24320652173913,1472,10000
0.1,0,50,177,50,0,0,0.188888888888889,0.198148148148148,0.166666666666667,0.212962962962963,0.233333333333333,540,10000
0.25,0,50,177,50,0,0,0.166666666666667,0.216954022988506,0.202586206896552,0.21264367816092,0.201149425287356,696,10000
0.5,0,50,177,50,0,0,0.148325358851675,0.194976076555024,0.215311004784689,0.223684210526316,0.217703349282297,836,10000
0.75,0,50,177,50,0,0,0.146887159533074,0.213035019455253,0.198443579766537,0.218871595330739,0.222762645914397,1028,10000
1,0,50,177,50,0,0,0.142506142506143,0.202293202293202,0.208026208026208,0.212121212121212,0.235053235053235,1221,10000
0.1,0,8,444,50,0,0,0.166167664670659,0.199101796407186,0.212574850299401,0.196107784431138,0.226047904191617,668,10000
0.25,0,8,444,50,0,0,0.161255411255411,0.20021645021645,0.194805194805195,0.218614718614719,0.225108225108225,924,10000
0.5,0,8,444,50,0,0,0.137415982076176,0.177744585511576,0.193427931292009,0.21882001493652,0.272591486183719,1339,10000
0.75,0,8,444,50,0,0,0.141536683997689,0.175043327556326,0.179087232813403,0.224147891392259,0.280184864240324,1731,10000
1,0,8,444,50,0,0,0.13091922005571,0.171309192200557,0.197771587743733,0.230269266480966,0.269730733519034,2154,10000
0.1,0,22,444,50,0,0,0.161042944785276,0.190184049079755,0.188650306748466,0.242331288343558,0.217791411042945,652,10000
0.25,0,22,444,50,0,0,0.141111111111111,0.188888888888889,0.212222222222222,0.23,0.227777777777778,900,10000
0.5,0,22,444,50,0,0,0.13370253164557,0.175632911392405,0.206487341772152,0.227056962025316,0.257120253164557,1264,10000
0.75,0,22,444,50,0,0,0.125226860254083,0.163339382940109,0.210526315789474,0.235329703569268,0.265577737447066,1653,10000
1,0,22,444,50,0,0,0.126576139670223,0.16003879728419,0.204170708050436,0.235208535402522,0.274005819592629,2062,10000
0.1,0,50,444,50,0,0,0.185185185185185,0.216049382716049,0.197530864197531,0.209876543209877,0.191358024691358,648,10000
0.25,0,50,444,50,0,0,0.140350877192982,0.216374269005848,0.188304093567251,0.218713450292398,0.236257309941521,855,10000
0.5,0,50,444,50,0,0,0.122683142100618,0.185348631950574,0.22153574580759,0.228596646072374,0.241835834068844,1133,10000
0.75,0,50,444,50,0,0,0.11772758384668,0.184804928131417,0.20807665982204,0.241615331964408,0.247775496235455,1461,10000
1,0,50,444,50,0,0,0.11129476584022,0.184573002754821,0.208264462809917,0.245179063360882,0.25068870523416,1815,10000
0.1,0,177,444,50,0,0,0.180530973451327,0.176991150442478,0.224778761061947,0.208849557522124,0.208849557522124,565,10000
0.25,0,177,444,50,0,0,0.183553597650514,0.196769456681351,0.205580029368576,0.223201174743025,0.190895741556535,681,10000
0.5,0,177,444,50,0,0,0.151338766006985,0.150174621653085,0.232828870779977,0.252619324796275,0.213038416763679,859,10000
0.75,0,177,444,50,0,0,0.125,0.146780303030303,0.215909090909091,0.263257575757576,0.24905303030303,1056,10000
1,0,177,444,50,0,0,0.113509192645883,0.137490007993605,0.215827338129496,0.266187050359712,0.266986410871303,1251,10000
0.1,0,8,1063,50,0,0,0.161629434954008,0.16557161629435,0.201051248357424,0.203679369250986,0.268068331143233,761,10000
0.25,0,8,1063,50,0,0,0.135948905109489,0.179744525547445,0.187956204379562,0.224452554744526,0.271897810218978,1096,10000
0.5,0,8,1063,50,0,0,0.103636363636364,0.158181818181818,0.185454545454545,0.243636363636364,0.309090909090909,1650,10000
0.75,0,8,1063,50,0,0,0.110412926391382,0.148563734290844,0.187612208258528,0.241921005385996,0.31149012567325,2228,10000
1,0,8,1063,50,0,0,0.10056657223796,0.143059490084986,0.194050991501416,0.246104815864023,0.316218130311615,2824,10000
0.1,0,22,1063,50,0,0,0.165266106442577,0.170868347338936,0.205882352941176,0.194677871148459,0.263305322128852,714,10000
0.25,0,22,1063,50,0,0,0.121155638397018,0.160298229263747,0.210624417520969,0.22739981360671,0.280521901211556,1073,10000
0.5,0,22,1063,50,0,0,0.106490233144297,0.152488972904852,0.20478890989288,0.224952741020794,0.311279143037177,1587,10000
0.75,0,22,1063,50,0,0,0.103432063939821,0.143864598025388,0.193229901269394,0.242595204513399,0.316878232251998,2127,10000
1,0,22,1063,50,0,0,0.0972375690607735,0.134806629834254,0.191896869244936,0.244935543278085,0.331123388581952,2715,10000
0.1,0,50,1063,50,0,0,0.176304654442877,0.172073342736248,0.19605077574048,0.231311706629055,0.22425952045134,709,10000
0.25,0,50,1063,50,0,0,0.125244618395303,0.169275929549902,0.215264187866928,0.220156555772994,0.270058708414873,1022,10000
0.5,0,50,1063,50,0,0,0.101694915254237,0.149830508474576,0.203389830508475,0.24,0.305084745762712,1475,10000
0.75,0,50,1063,50,0,0,0.0846506884242733,0.149413564507904,0.200917899031107,0.250382457929628,0.314635390107088,1961,10000
1,0,50,1063,50,0,0,0.0813721579577184,0.145193458316713,0.19744714798564,0.254487435181492,0.321499800558436,2507,10000
0.1,0,177,1063,50,0,0,0.177541729893778,0.16236722306525,0.197268588770865,0.238239757207891,0.224582701062216,659,10000
0.25,0,177,1063,50,0,0,0.123595505617978,0.156179775280899,0.195505617977528,0.239325842696629,0.285393258426966,890,10000
0.5,0,177,1063,50,0,0,0.0986733001658375,0.120232172470978,0.213930348258706,0.276119402985075,0.291044776119403,1206,10000
0.75,0,177,1063,50,0,0,0.0810126582278481,0.114556962025316,0.19493670886076,0.275316455696203,0.334177215189873,1580,10000
1,0,177,1063,50,0,0,0.0746192893401015,0.100507614213198,0.2,0.280710659898477,0.344162436548223,1970,10000
0.1,0,444,1063,50,0,0,0.169154228855721,0.165837479270315,0.174129353233831,0.223880597014925,0.266998341625207,603,10000
0.25,0,444,1063,50,0,0,0.130718954248366,0.177777777777778,0.194771241830065,0.220915032679739,0.275816993464052,765,10000
0.5,0,444,1063,50,0,0,0.104052573932092,0.132530120481928,0.1960569550931,0.251916757940854,0.315443592552026,913,10000
0.75,0,444,1063,50,0,0,0.0837789661319073,0.110516934046346,0.190730837789661,0.262923351158645,0.35204991087344,1122,10000
1,0,444,1063,50,0,0,0.08207343412527,0.0986321094312455,0.201583873290137,0.25845932325414,0.359251259899208,1389,10000
0.1,0,8,177,100,0,0,0.197132616487455,0.206093189964158,0.200716845878136,0.202508960573477,0.193548387096774,558,10000
0.25,0,8,177,100,0,0,0.200310559006211,0.220496894409938,0.200310559006211,0.180124223602484,0.198757763975155,644,10000
0.5,0,8,177,100,0,0,0.210161662817552,0.211316397228637,0.168591224018476,0.196304849884527,0.213625866050808,866,10000
0.75,0,8,177,100,0,0,0.196737044145873,0.205374280230326,0.179462571976967,0.202495201535509,0.215930902111324,1042,10000
1,0,8,177,100,0,0,0.193025141930251,0.197080291970803,0.180048661800487,0.206001622060016,0.223844282238443,1233,10000
0.1,0,22,177,100,0,0,0.194139194139194,0.203296703296703,0.192307692307692,0.225274725274725,0.184981684981685,546,10000
0.25,0,22,177,100,0,0,0.169642857142857,0.21577380952381,0.206845238095238,0.196428571428571,0.211309523809524,672,10000
0.5,0,22,177,100,0,0,0.17827626918536,0.192443919716647,0.223140495867769,0.221959858323495,0.18417945690673,847,10000
0.75,0,22,177,100,0,0,0.196,0.186,0.208,0.22,0.19,1000,10000
1,0,22,177,100,0,0,0.187237615449202,0.178841309823678,0.208228379513014,0.216624685138539,0.209068010075567,1191,10000
0.1,0,50,177,100,0,0,0.209591474245115,0.206039076376554,0.191829484902309,0.198934280639432,0.19360568383659,563,10000
0.25,0,50,177,100,0,0,0.168238993710692,0.199685534591195,0.212264150943396,0.20440251572327,0.215408805031447,636,10000
0.5,0,50,177,100,0,0,0.176548089591568,0.184453227931489,0.220026350461133,0.212121212121212,0.206851119894598,759,10000
0.75,0,50,177,100,0,0,0.15948275862069,0.21551724137931,0.198275862068966,0.21875,0.207974137931034,928,10000
1,0,50,177,100,0,0,0.156716417910448,0.201492537313433,0.202425373134328,0.21455223880597,0.224813432835821,1072,10000
0.1,0,8,444,100,0,0,0.1765625,0.20625,0.1875,0.225,0.2046875,640,10000
0.25,0,8,444,100,0,0,0.171003717472119,0.205700123915737,0.19454770755886,0.20817843866171,0.220570012391574,807,10000
0.5,0,8,444,100,0,0,0.174704276615105,0.184713375796178,0.1901728844404,0.209281164695177,0.241128298453139,1099,10000
0.75,0,8,444,100,0,0,0.166203059805285,0.181502086230876,0.184283727399166,0.214186369958275,0.253824756606398,1438,10000
1,0,8,444,100,0,0,0.163583815028902,0.186705202312139,0.183236994219653,0.213872832369942,0.252601156069364,1730,10000
0.1,0,22,444,100,0,0,0.185419968304279,0.185419968304279,0.223454833597464,0.215530903328051,0.190174326465927,631,10000
0.25,0,22,444,100,0,0,0.167493796526055,0.194789081885856,0.222084367245658,0.207196029776675,0.208436724565757,806,10000
0.5,0,22,444,100,0,0,0.153351698806244,0.200183654729109,0.209366391184573,0.213039485766758,0.224058769513315,1089,10000
0.75,0,22,444,100,0,0,0.161754133716751,0.175413371675054,0.202731847591661,0.230050323508267,0.230050323508267,1391,10000
1,0,22,444,100,0,0,0.15742397137746,0.174716756112105,0.199165175909362,0.230769230769231,0.237924865831843,1677,10000
0.1,0,50,444,100,0,0,0.176961602671119,0.190317195325543,0.203672787979967,0.2220367278798,0.207011686143573,599,10000
0.25,0,50,444,100,0,0,0.191852825229961,0.189224704336399,0.191852825229961,0.220762155059133,0.206307490144547,761,10000
0.5,0,50,444,100,0,0,0.143302180685358,0.209761163032191,0.205607476635514,0.221183800623053,0.220145379023884,963,10000
0.75,0,50,444,100,0,0,0.143890675241158,0.204180064308682,0.205787781350482,0.22427652733119,0.221864951768489,1244,10000
1,0,50,444,100,0,0,0.136786188579017,0.209827357237716,0.205843293492696,0.225099601593625,0.222443559096946,1506,10000
0.1,0,177,444,100,0,0,0.20253164556962,0.21880650994575,0.200723327305606,0.182640144665461,0.195298372513562,553,10000
0.25,0,177,444,100,0,0,0.168810289389068,0.210610932475884,0.221864951768489,0.213826366559486,0.184887459807074,622,10000
0.5,0,177,444,100,0,0,0.173969072164948,0.189432989690722,0.208762886597938,0.222938144329897,0.204896907216495,776,10000
0.75,0,177,444,100,0,0,0.14436248682824,0.170706006322445,0.211801896733404,0.246575342465753,0.226554267650158,949,10000
1,0,177,444,100,0,0,0.139598540145985,0.174270072992701,0.213503649635036,0.248175182481752,0.224452554744526,1096,10000
0.1,0,8,1063,100,0,0,0.15819209039548,0.209039548022599,0.193502824858757,0.207627118644068,0.231638418079096,708,10000
0.25,0,8,1063,100,0,0,0.136652542372881,0.191737288135593,0.202330508474576,0.225635593220339,0.24364406779661,944,10000
0.5,0,8,1063,100,0,0,0.15,0.16830985915493,0.195774647887324,0.226760563380282,0.259154929577465,1420,10000
0.75,0,8,1063,100,0,0,0.135237068965517,0.165948275862069,0.196659482758621,0.235991379310345,0.266163793103448,1856,10000
1,0,8,1063,100,0,0,0.12998712998713,0.164307164307164,0.195624195624196,0.235950235950236,0.274131274131274,2331,10000
0.1,0,22,1063,100,0,0,0.17621776504298,0.17621776504298,0.213467048710602,0.214899713467049,0.21919770773639,698,10000
0.25,0,22,1063,100,0,0,0.143455497382199,0.167539267015707,0.203141361256545,0.224083769633508,0.261780104712042,955,10000
0.5,0,22,1063,100,0,0,0.131540697674419,0.168604651162791,0.199854651162791,0.225290697674419,0.274709302325581,1376,10000
0.75,0,22,1063,100,0,0,0.125,0.168311403508772,0.192982456140351,0.241228070175439,0.272478070175439,1824,10000
1,0,22,1063,100,0,0,0.122314774221833,0.154756685664182,0.193774660236738,0.241999123191583,0.287154756685664,2281,10000
0.1,0,50,1063,100,0,0,0.186246418338109,0.173352435530086,0.200573065902579,0.189111747851003,0.250716332378224,698,10000
0.25,0,50,1063,100,0,0,0.14498933901919,0.181236673773987,0.20682302771855,0.212153518123667,0.254797441364606,938,10000
0.5,0,50,1063,100,0,0,0.11189358372457,0.18622848200313,0.184663536776213,0.233176838810642,0.284037558685446,1278,10000
0.75,0,50,1063,100,0,0,0.109883720930233,0.180813953488372,0.193604651162791,0.238953488372093,0.276744186046512,1720,10000
1,0,50,1063,100,0,0,0.102240896358543,0.176937441643324,0.197012138188609,0.235294117647059,0.288515406162465,2142,10000
0.1,0,177,1063,100,0,0,0.165573770491803,0.183606557377049,0.222950819672131,0.201639344262295,0.226229508196721,610,10000
0.25,0,177,1063,100,0,0,0.160493827160494,0.151851851851852,0.204938271604938,0.237037037037037,0.245679012345679,810,10000
0.5,0,177,1063,100,0,0,0.127337488869101,0.160284951024043,0.208370436331256,0.2493321460374,0.254674977738201,1123,10000
0.75,0,177,1063,100,0,0,0.108896797153025,0.135943060498221,0.205693950177936,0.270462633451957,0.279003558718861,1405,10000
1,0,177,1063,100,0,0,0.0969036697247707,0.138761467889908,0.204128440366972,0.275802752293578,0.284403669724771,1744,10000
0.1,0,444,1063,100,0,0,0.188255613126079,0.179620034542314,0.195164075993092,0.226252158894646,0.210708117443869,579,10000
0.25,0,444,1063,100,0,0,0.145892351274788,0.154390934844193,0.215297450424929,0.245042492917847,0.239376770538244,706,10000
0.5,0,444,1063,100,0,0,0.104377104377104,0.176206509539843,0.196408529741863,0.24354657687991,0.279461279461279,891,10000
0.75,0,444,1063,100,0,0,0.103746397694525,0.152737752161383,0.201729106628242,0.240153698366955,0.301633045148895,1041,10000
1,0,444,1063,100,0,0,0.0937746256895193,0.14736012608353,0.211189913317573,0.245074862096139,0.302600472813239,1269,10000
