"","nvar","r","d","het","iter","alpha","strategy","p1","p2","p3","p4","p5"
"1",185,0.1,0,0,10000,0.05,1,80.83,15.33,3.05,0.66,0.13
"2",185,0.1,0,0,10000,0.05,2,80.83,15.33,3.05,0.66,0.13
"3",185,0.1,0,0,10000,0.05,3,19.19,19.93,20.14,19.74,21
