"","nvar","r","d","het","iter","alpha","strategy","p1","p2","p3","p4","p5"
"1",97,0,0,0,10000,0.05,1,63.9520837527683,23.3541373062211,8.53633984296356,3.10046305617073,1.05697604187638
"2",97,0,0,0,10000,0.05,2,63.9520837527683,23.3541373062211,8.53633984296356,3.10046305617073,1.05697604187638
"3",97,0,0,0,10000,0.05,3,20.0724783571572,19.9919468492048,19.9114153412523,19.9416146567344,20.0825447956513
