"","nvar","r","d","het","iter","alpha","strategy","p1","p2","p3","p4","p5"
"1",128,0.4,0.3,0,1000,0.05,1,79.3422404933196,9.86639260020555,4.41932168550874,3.18602261048304,2.15827338129496
"2",128,0.4,0.3,0,1000,0.05,2,79.3422404933196,9.86639260020555,4.41932168550874,3.18602261048304,2.15827338129496
"3",128,0.4,0.3,0,1000,0.05,3,30.7297019527235,19.0133607399794,16.2384378211716,15.8273381294964,17.5745118191161
